temporada;jornada;equip1;equip2;codi1;codi2;punts1;posicio1;pg1;pe1;pp1;avgf1;avgc1;punts2;posicio2;pg2;pe2;pp2;avgf2;avgc2;difposition;resultat
Temporada 2003-04;30;R. Madrid;Sevilla;Temporada 2003-0430R. Madrid;Temporada 2003-0430Sevilla;64;1;0,633333333;0,233333333;0,133333333;2,1;1,2;38;11;0,333333333;0,266666667;0,4;1,3;1,2;-10;1
Temporada 2003-04;30;Murcia;Mallorca;Temporada 2003-0430Murcia;Temporada 2003-0430Mallorca;20;20;0,1;0,366666667;0,533333333;0,833333333;1,533333333;32;17;0,3;0,166666667;0,533333333;1,2;1,866666667;3;1
Temporada 2003-04;30;Celta;Zaragoza;Temporada 2003-0430Celta;Temporada 2003-0430Zaragoza;28;19;0,2;0,333333333;0,466666667;1,366666667;2;37;12;0,333333333;0,233333333;0,433333333;1,133333333;1,3;7;2
Temporada 2003-04;30;Racing;Valencia;Temporada 2003-0430Racing;Temporada 2003-0430Valencia;38;13;0,333333333;0,266666667;0,4;1,3;1,566666667;63;2;0,633333333;0,2;0,166666667;2;0,7;11;2
Temporada 2003-04;30;Valladolid;Osasuna;Temporada 2003-0430Valladolid;Temporada 2003-0430Osasuna;36;14;0,3;0,3;0,4;1,2;1,4;44;6;0,333333333;0,466666667;0,2;1,033333333;0,866666667;8;0
Temporada 2003-04;30;Malaga;Albacete;Temporada 2003-0430Malaga;Temporada 2003-0430Albacete;42;8;0,433333333;0,1;0,466666667;1,333333333;1,433333333;36;15;0,333333333;0,2;0,466666667;1;1,233333333;-7;0
Temporada 2003-04;30;Villarreal;Atletico;Temporada 2003-0430Villarreal;Temporada 2003-0430Atletico;40;9;0,366666667;0,233333333;0,4;1,3;1,333333333;45;5;0,4;0,3;0,3;1,2;1,166666667;4;0
Temporada 2003-04;30;Espanyol;Athletic;Temporada 2003-0430Espanyol;Temporada 2003-0430Athletic;30;18;0,3;0,1;0,6;1,133333333;1,733333333;44;7;0,4;0,266666667;0,333333333;1,333333333;1,3;11;1
Temporada 2003-04;30;R. Sociedad;Deportivo;Temporada 2003-0430R. Sociedad;Temporada 2003-0430Deportivo;35;16;0,3;0,266666667;0,433333333;1,133333333;1,4;56;3;0,566666667;0,166666667;0,266666667;1,6;0,933333333;13;2
Temporada 2003-04;31;Valencia;Murcia;Temporada 2003-0431Valencia;Temporada 2003-0431Murcia;66;2;0,64516129;0,193548387;0,161290323;2;0,677419355;20;20;0,096774194;0,35483871;0,548387097;0,806451613;1,548387097;-18;1
Temporada 2003-04;31;Athletic;Celta;Temporada 2003-0431Athletic;Temporada 2003-0431Celta;45;7;0,387096774;0,290322581;0,322580645;1,290322581;1,258064516;29;19;0,193548387;0,35483871;0,451612903;1,322580645;1,935483871;-12;0
Temporada 2003-04;31;Atletico;Valladolid;Temporada 2003-0431Atletico;Temporada 2003-0431Valladolid;48;5;0,419354839;0,290322581;0,290322581;1,225806452;1,161290323;36;14;0,290322581;0,290322581;0,419354839;1,193548387;1,419354839;-9;1
Temporada 2003-04;31;Mallorca;R. Sociedad;Temporada 2003-0431Mallorca;Temporada 2003-0431R. Sociedad;33;17;0,290322581;0,193548387;0,516129032;1,193548387;1,838709677;36;15;0,290322581;0,290322581;0,419354839;1,129032258;1,387096774;2;0
Temporada 2003-04;31;Osasuna;Malaga;Temporada 2003-0431Osasuna;Temporada 2003-0431Malaga;45;6;0,322580645;0,483870968;0,193548387;1,032258065;0,870967742;43;8;0,419354839;0,129032258;0,451612903;1,322580645;1,419354839;-2;0
Temporada 2003-04;31;Zaragoza;Racing;Temporada 2003-0431Zaragoza;Temporada 2003-0431Racing;38;12;0,322580645;0,258064516;0,419354839;1,161290323;1,322580645;39;13;0,322580645;0,290322581;0,387096774;1,322580645;1,580645161;-1;0
Temporada 2003-04;31;Albacete;R. Madrid;Temporada 2003-0431Albacete;Temporada 2003-0431R. Madrid;36;16;0,322580645;0,193548387;0,483870968;1;1,258064516;67;1;0,64516129;0,225806452;0,129032258;2,096774194;1,193548387;15;2
Temporada 2003-04;31;Sevilla;Espanyol;Temporada 2003-0431Sevilla;Temporada 2003-0431Espanyol;41;9;0,35483871;0,258064516;0,387096774;1,290322581;1,161290323;30;18;0,290322581;0,096774194;0,612903226;1,096774194;1,709677419;-9;1
Temporada 2003-04;32;R. Madrid;Osasuna;Temporada 2003-0432R. Madrid;Temporada 2003-0432Osasuna;67;2;0,625;0,21875;0,15625;2,03125;1,25;48;5;0,34375;0,46875;0,1875;1,09375;0,84375;-3;2
Temporada 2003-04;32;Zaragoza;Valencia;Temporada 2003-0432Zaragoza;Temporada 2003-0432Valencia;38;13;0,3125;0,25;0,4375;1,125;1,3125;69;1;0,65625;0,1875;0,15625;1,96875;0,65625;12;2
Temporada 2003-04;32;Betis;Mallorca;Temporada 2003-0432Betis;Temporada 2003-0432Mallorca;40;11;0,28125;0,40625;0,3125;1,21875;1,15625;36;17;0,3125;0,1875;0,5;1,21875;1,78125;-6;2
Temporada 2003-04;32;Villarreal;Deportivo;Temporada 2003-0432Villarreal;Temporada 2003-0432Deportivo;41;10;0,34375;0,25;0,40625;1,21875;1,3125;60;3;0,5625;0,1875;0,25;1,625;0,9375;7;2
Temporada 2003-04;32;Racing;Athletic;Temporada 2003-0432Racing;Temporada 2003-0432Athletic;39;14;0,3125;0,28125;0,40625;1,3125;1,59375;48;6;0,40625;0,28125;0,3125;1,3125;1,25;8;2
Temporada 2003-04;32;Espanyol;Albacete;Temporada 2003-0432Espanyol;Temporada 2003-0432Albacete;31;18;0,28125;0,125;0,59375;1,09375;1,6875;37;15;0,3125;0,21875;0,46875;1;1,25;3;0
Temporada 2003-04;32;Celta;Sevilla;Temporada 2003-0432Celta;Temporada 2003-0432Sevilla;30;19;0,1875;0,375;0,4375;1,28125;1,875;42;9;0,34375;0,28125;0,375;1,25;1,125;10;0
Temporada 2003-04;32;R. Sociedad;Murcia;Temporada 2003-0432R. Sociedad;Temporada 2003-0432Murcia;39;12;0,3125;0,28125;0,40625;1,15625;1,34375;20;20;0,09375;0,34375;0,5625;0,78125;1,5625;-8;1
Temporada 2003-04;32;Valladolid;Barcelona;Temporada 2003-0432Valladolid;Temporada 2003-0432Barcelona;36;16;0,28125;0,28125;0,4375;1,1875;1,46875;60;4;0,53125;0,28125;0,1875;1,625;1,0625;12;2
Temporada 2003-04;32;Malaga;Atletico;Temporada 2003-0432Malaga;Temporada 2003-0432Atletico;46;8;0,4375;0,125;0,4375;1,375;1,40625;48;7;0,40625;0,28125;0,3125;1,21875;1,21875;1;1
Temporada 2003-04;33;Barcelona;Malaga;Temporada 2003-0433Barcelona;Temporada 2003-0433Malaga;63;3;0,545454545;0,272727273;0,181818182;1,666666667;1,03030303;46;8;0,424242424;0,121212121;0,454545455;1,333333333;1,454545455;-5;1
Temporada 2003-04;33;Osasuna;Espanyol;Temporada 2003-0433Osasuna;Temporada 2003-0433Espanyol;48;6;0,333333333;0,454545455;0,212121212;1,090909091;0,909090909;34;18;0,303030303;0,121212121;0,575757576;1,151515152;1,666666667;-12;2
Temporada 2003-04;33;Murcia;Betis;Temporada 2003-0433Murcia;Temporada 2003-0433Betis;20;20;0,090909091;0,333333333;0,575757576;0,757575758;1,545454545;43;11;0,303030303;0,393939394;0,303030303;1,212121212;1,121212121;9;2
Temporada 2003-04;33;Albacete;Celta;Temporada 2003-0433Albacete;Temporada 2003-0433Celta;37;16;0,303030303;0,212121212;0,484848485;0,96969697;1,272727273;33;19;0,212121212;0,363636364;0,424242424;1,303030303;1,818181818;-3;2
Temporada 2003-04;33;Sevilla;Racing;Temporada 2003-0433Sevilla;Temporada 2003-0433Racing;45;9;0,363636364;0,272727273;0,363636364;1,363636364;1,151515152;39;14;0,303030303;0,272727273;0,424242424;1,333333333;1,696969697;-5;1
Temporada 2003-04;33;Atletico;R. Madrid;Temporada 2003-0433Atletico;Temporada 2003-0433R. Madrid;48;7;0,393939394;0,272727273;0,333333333;1,212121212;1,242424242;70;2;0,636363636;0,212121212;0,151515152;2,03030303;1,242424242;5;2
Temporada 2003-04;33;Athletic;Zaragoza;Temporada 2003-0433Athletic;Temporada 2003-0433Zaragoza;51;5;0,424242424;0,272727273;0,303030303;1,393939394;1,212121212;38;13;0,303030303;0,242424242;0,454545455;1,090909091;1,393939394;-8;1
Temporada 2003-04;33;Deportivo;Valladolid;Temporada 2003-0433Deportivo;Temporada 2003-0433Valladolid;61;4;0,545454545;0,212121212;0,242424242;1,606060606;0,939393939;37;15;0,272727273;0,303030303;0,424242424;1,181818182;1,454545455;-11;0
Temporada 2003-04;34;Athletic;Valencia;Temporada 2003-0434Athletic;Temporada 2003-0434Valencia;52;5;0,411764706;0,294117647;0,294117647;1,382352941;1,205882353;71;1;0,617647059;0,235294118;0,147058824;1,941176471;0,705882353;4;0
Temporada 2003-04;34;R. Madrid;Barcelona;Temporada 2003-0434R. Madrid;Temporada 2003-0434Barcelona;70;2;0,617647059;0,205882353;0,176470588;2;1,264705882;66;3;0,558823529;0,264705882;0,176470588;1,676470588;1,029411765;-1;2
Temporada 2003-04;34;Valladolid;Mallorca;Temporada 2003-0434Valladolid;Temporada 2003-0434Mallorca;37;17;0,264705882;0,294117647;0,441176471;1,176470588;1,5;39;14;0,323529412;0,176470588;0,5;1,264705882;1,764705882;3;2
Temporada 2003-04;34;Zaragoza;Sevilla;Temporada 2003-0434Zaragoza;Temporada 2003-0434Sevilla;39;15;0,294117647;0,264705882;0,441176471;1,176470588;1,470588235;46;10;0,352941176;0,294117647;0,352941176;1,441176471;1,235294118;5;0
Temporada 2003-04;34;Villarreal;Murcia;Temporada 2003-0434Villarreal;Temporada 2003-0434Murcia;47;8;0,382352941;0,235294118;0,382352941;1,235294118;1,264705882;20;20;0,088235294;0,323529412;0,588235294;0,735294118;1,529411765;-12;1
Temporada 2003-04;34;Celta;Osasuna;Temporada 2003-0434Celta;Temporada 2003-0434Osasuna;36;19;0,235294118;0,352941176;0,411764706;1,294117647;1,764705882;48;6;0,323529412;0,441176471;0,235294118;1,058823529;0,911764706;13;1
Temporada 2003-04;34;Betis;R. Sociedad;Temporada 2003-0434Betis;Temporada 2003-0434R. Sociedad;46;11;0,323529412;0,382352941;0,294117647;1,235294118;1,117647059;40;13;0,294117647;0,294117647;0,411764706;1,176470588;1,382352941;-2;1
Temporada 2003-04;34;Racing;Albacete;Temporada 2003-0434Racing;Temporada 2003-0434Albacete;39;16;0,294117647;0,264705882;0,441176471;1,294117647;1,705882353;40;12;0,323529412;0,205882353;0,470588235;1;1,235294118;4;2
Temporada 2003-04;34;Malaga;Deportivo;Temporada 2003-0434Malaga;Temporada 2003-0434Deportivo;47;9;0,411764706;0,147058824;0,441176471;1,323529412;1,441176471;62;4;0,529411765;0,235294118;0,235294118;1,588235294;0,941176471;5;0
Temporada 2003-04;34;Espanyol;Atletico;Temporada 2003-0434Espanyol;Temporada 2003-0434Atletico;37;18;0,323529412;0,117647059;0,558823529;1,205882353;1,647058824;48;7;0,382352941;0,264705882;0,352941176;1,205882353;1,294117647;11;1
Temporada 2003-04;35;Barcelona;Espanyol;Temporada 2003-0435Barcelona;Temporada 2003-0435Espanyol;69;3;0,571428571;0,257142857;0,171428571;1,742857143;1,028571429;37;18;0,314285714;0,114285714;0,571428571;1,2;1,714285714;-15;1
Temporada 2003-04;35;Valencia;Betis;Temporada 2003-0435Valencia;Temporada 2003-0435Betis;74;1;0,628571429;0,228571429;0,142857143;1,942857143;0,685714286;46;11;0,314285714;0,371428571;0,314285714;1,2;1,142857143;-10;1
Temporada 2003-04;35;Murcia;Valladolid;Temporada 2003-0435Murcia;Temporada 2003-0435Valladolid;23;20;0,114285714;0,314285714;0,571428571;0,771428571;1,514285714;37;17;0,257142857;0,285714286;0,457142857;1,171428571;1,514285714;3;1
Temporada 2003-04;35;Mallorca;Malaga;Temporada 2003-0435Mallorca;Temporada 2003-0435Malaga;42;13;0,342857143;0,171428571;0,485714286;1,285714286;1,742857143;47;10;0,4;0,142857143;0,457142857;1,314285714;1,457142857;3;1
Temporada 2003-04;35;R. Sociedad;Villarreal;Temporada 2003-0435R. Sociedad;Temporada 2003-0435Villarreal;41;14;0,285714286;0,314285714;0,4;1,2;1,4;48;9;0,371428571;0,257142857;0,371428571;1,257142857;1,285714286;5;0
Temporada 2003-04;35;Osasuna;Racing;Temporada 2003-0435Osasuna;Temporada 2003-0435Racing;48;8;0,314285714;0,428571429;0,257142857;1,057142857;0,942857143;42;15;0,314285714;0,257142857;0,428571429;1,314285714;1,685714286;-7;2
Temporada 2003-04;35;Sevilla;Athletic;Temporada 2003-0435Sevilla;Temporada 2003-0435Athletic;49;7;0,371428571;0,285714286;0,342857143;1,457142857;1,2;52;5;0,4;0,285714286;0,314285714;1,342857143;1,228571429;2;1
Temporada 2003-04;35;Deportivo;R. Madrid;Temporada 2003-0435Deportivo;Temporada 2003-0435R. Madrid;65;4;0,542857143;0,228571429;0,228571429;1,6;0,914285714;70;2;0,6;0,2;0,2;1,942857143;1,285714286;2;1
Temporada 2003-04;35;Atletico;Celta;Temporada 2003-0435Atletico;Temporada 2003-0435Celta;51;6;0,4;0,257142857;0,342857143;1,257142857;1,314285714;36;19;0,228571429;0,342857143;0,428571429;1,314285714;1,8;-13;1
Temporada 2003-04;36;Racing;Atletico;Temporada 2003-0436Racing;Temporada 2003-0436Atletico;43;16;0,305555556;0,277777778;0,416666667;1,333333333;1,694444444;52;6;0,388888889;0,277777778;0,333333333;1,277777778;1,333333333;10;0
Temporada 2003-04;36;Sevilla;Valencia;Temporada 2003-0436Sevilla;Temporada 2003-0436Valencia;49;9;0,361111111;0,277777778;0,361111111;1,416666667;1,222222222;77;1;0,638888889;0,222222222;0,138888889;1,944444444;0,666666667;8;2
Temporada 2003-04;36;Zaragoza;Osasuna;Temporada 2003-0436Zaragoza;Temporada 2003-0436Osasuna;42;15;0,305555556;0,25;0,444444444;1,166666667;1,472222222;48;10;0,305555556;0,416666667;0,277777778;1,027777778;0,944444444;5;1
Temporada 2003-04;36;Athletic;Albacete;Temporada 2003-0436Athletic;Temporada 2003-0436Albacete;53;5;0,388888889;0,305555556;0,305555556;1,333333333;1,222222222;44;13;0,333333333;0,222222222;0,444444444;1,055555556;1,222222222;-8;0
Temporada 2003-04;36;Espanyol;Deportivo;Temporada 2003-0436Espanyol;Temporada 2003-0436Deportivo;40;17;0,333333333;0,111111111;0,555555556;1,222222222;1,666666667;65;4;0,527777778;0,222222222;0,25;1,555555556;0,944444444;13;1
Temporada 2003-04;36;Villarreal;Betis;Temporada 2003-0436Villarreal;Temporada 2003-0436Betis;51;7;0,388888889;0,25;0,361111111;1,25;1,25;46;11;0,305555556;0,361111111;0,333333333;1,166666667;1,138888889;-4;1
Temporada 2003-04;36;Valladolid;R. Sociedad;Temporada 2003-0436Valladolid;Temporada 2003-0436R. Sociedad;38;19;0,25;0,305555556;0,444444444;1,194444444;1,527777778;42;14;0,277777778;0,333333333;0,388888889;1,222222222;1,416666667;5;0
Temporada 2003-04;36;Malaga;Murcia;Temporada 2003-0436Malaga;Temporada 2003-0436Murcia;50;8;0,416666667;0,138888889;0,444444444;1,305555556;1,416666667;23;20;0,111111111;0,305555556;0,583333333;0,75;1,5;-12;1
Temporada 2003-04;36;R. Madrid;Mallorca;Temporada 2003-0436R. Madrid;Temporada 2003-0436Mallorca;70;2;0,583333333;0,194444444;0,222222222;1,944444444;1,333333333;45;12;0,361111111;0,166666667;0,472222222;1,333333333;1,75;-10;2
Temporada 2003-04;36;Celta;Barcelona;Temporada 2003-0436Celta;Temporada 2003-0436Barcelona;39;18;0,25;0,333333333;0,416666667;1,305555556;1,75;69;3;0,555555556;0,25;0,194444444;1,694444444;1,027777778;15;1
Temporada 2003-04;37;Murcia;R. Madrid;Temporada 2003-0437Murcia;Temporada 2003-0437R. Madrid;26;20;0,135135135;0,297297297;0,567567568;0,783783784;1,486486486;70;3;0,567567568;0,189189189;0,243243243;1,918918919;1,351351351;17;1
Temporada 2003-04;37;Villarreal;Valencia;Temporada 2003-0437Villarreal;Temporada 2003-0437Valencia;54;6;0,405405405;0,243243243;0,351351351;1,27027027;1,243243243;77;1;0,621621622;0,216216216;0,162162162;1,918918919;0,702702703;5;1
Temporada 2003-04;37;Barcelona;Racing;Temporada 2003-0437Barcelona;Temporada 2003-0437Racing;72;2;0,567567568;0,243243243;0,189189189;1,675675676;1;43;16;0,297297297;0,27027027;0,432432432;1,297297297;1,675675676;-14;1
Temporada 2003-04;37;Atletico;Zaragoza;Temporada 2003-0437Atletico;Temporada 2003-0437Zaragoza;52;8;0,378378378;0,27027027;0,351351351;1,27027027;1,351351351;45;13;0,324324324;0,243243243;0,432432432;1,189189189;1,459459459;-5;2
Temporada 2003-04;37;R. Sociedad;Malaga;Temporada 2003-0437R. Sociedad;Temporada 2003-0437Malaga;43;15;0,27027027;0,351351351;0,378378378;1,216216216;1,405405405;51;9;0,405405405;0,162162162;0,432432432;1,297297297;1,405405405;6;0
Temporada 2003-04;37;Osasuna;Athletic;Temporada 2003-0437Osasuna;Temporada 2003-0437Athletic;48;11;0,297297297;0,405405405;0,297297297;1,027027027;0,972972973;56;5;0,405405405;0,297297297;0,297297297;1,351351351;1,216216216;6;2
Temporada 2003-04;37;Mallorca;Espanyol;Temporada 2003-0437Mallorca;Temporada 2003-0437Espanyol;48;12;0,378378378;0,162162162;0,459459459;1,405405405;1,756756757;40;17;0,324324324;0,108108108;0,567567568;1,243243243;1,72972973;-5;1
Temporada 2003-04;37;Albacete;Sevilla;Temporada 2003-0437Albacete;Temporada 2003-0437Sevilla;44;14;0,324324324;0,216216216;0,459459459;1,054054054;1,297297297;52;7;0,378378378;0,27027027;0,351351351;1,486486486;1,216216216;7;2
Temporada 2003-04;37;Betis;Valladolid;Temporada 2003-0437Betis;Temporada 2003-0437Valladolid;49;10;0,324324324;0,351351351;0,324324324;1,162162162;1,108108108;38;19;0,243243243;0,297297297;0,459459459;1,162162162;1,513513514;-9;1
Temporada 2003-04;37;Deportivo;Celta;Temporada 2003-0437Deportivo;Temporada 2003-0437Celta;68;4;0,540540541;0,216216216;0,243243243;1,594594595;0,918918919;39;18;0,243243243;0,324324324;0,432432432;1,27027027;1,783783784;-14;1
Temporada 2003-04;38;Racing;Deportivo;Temporada 2003-0438Racing;Temporada 2003-0438Deportivo;43;17;0,289473684;0,263157895;0,447368421;1,263157895;1,657894737;71;3;0,552631579;0,210526316;0,236842105;1,578947368;0,894736842;14;2
Temporada 2003-04;38;Valencia;Albacete;Temporada 2003-0438Valencia;Temporada 2003-0438Albacete;77;1;0,605263158;0,210526316;0,184210526;1,868421053;0,710526316;47;14;0,342105263;0,210526316;0,447368421;1,052631579;1,263157895;-13;2
Temporada 2003-04;38;Athletic;Atletico;Temporada 2003-0438Athletic;Temporada 2003-0438Atletico;56;5;0,394736842;0,289473684;0,315789474;1,394736842;1,289473684;55;7;0,394736842;0,263157895;0,342105263;1,342105263;1,394736842;-2;2
Temporada 2003-04;38;Sevilla;Osasuna;Temporada 2003-0438Sevilla;Temporada 2003-0438Osasuna;55;6;0,394736842;0,263157895;0,342105263;1,473684211;1,184210526;48;13;0,289473684;0,394736842;0,315789474;1;0,973684211;-7;1
Temporada 2003-04;38;Celta;Mallorca;Temporada 2003-0438Celta;Temporada 2003-0438Mallorca;39;19;0,236842105;0,315789474;0,447368421;1,263157895;1,789473684;51;11;0,394736842;0,157894737;0,447368421;1,421052632;1,736842105;8;2
Temporada 2003-04;38;R. Madrid;R. Sociedad;Temporada 2003-0438R. Madrid;Temporada 2003-0438R. Sociedad;70;4;0,552631579;0,184210526;0,263157895;1,894736842;1,421052632;46;15;0,289473684;0,342105263;0,368421053;1,289473684;1,394736842;-11;2
Temporada 2003-04;38;Espanyol;Murcia;Temporada 2003-0438Espanyol;Temporada 2003-0438Murcia;43;16;0,342105263;0,105263158;0,552631579;1,263157895;1,684210526;26;20;0,131578947;0,289473684;0,578947368;0,763157895;1,5;-4;1
Temporada 2003-04;38;Valladolid;Villarreal;Temporada 2003-0438Valladolid;Temporada 2003-0438Villarreal;41;18;0,263157895;0,289473684;0,447368421;1,210526316;1,473684211;54;8;0,394736842;0,236842105;0,368421053;1,236842105;1,289473684;10;1
Temporada 2003-04;38;Zaragoza;Barcelona;Temporada 2003-0438Zaragoza;Temporada 2003-0438Barcelona;48;12;0,342105263;0,236842105;0,421052632;1,210526316;1,447368421;72;2;0,552631579;0,236842105;0,210526316;1,657894737;1,026315789;10;1
Temporada 2003-04;38;Malaga;Betis;Temporada 2003-0438Malaga;Temporada 2003-0438Betis;51;10;0,394736842;0,157894737;0,447368421;1,315789474;1,447368421;52;9;0,342105263;0,342105263;0,315789474;1,210526316;1,131578947;1;2
Temporada 2004-05;3;Athletic;Deportivo;Temporada 2004-053Athletic;Temporada 2004-053Deportivo;2;14;0;0,666666667;0,333333333;1,333333333;1,666666667;4;10;0,333333333;0,333333333;0,333333333;1,333333333;1,666666667;4;2
Temporada 2004-05;3;Atletico;Barcelona;Temporada 2004-053Atletico;Temporada 2004-053Barcelona;7;2;0,666666667;0,333333333;0;1,666666667;0,333333333;7;3;0,666666667;0,333333333;0;1,666666667;0,333333333;-1;0
Temporada 2004-05;3;Numancia;Getafe;Temporada 2004-053Numancia;Temporada 2004-053Getafe;4;9;0,333333333;0,333333333;0,333333333;0,666666667;0,666666667;0;20;0;0;1;0,666666667;2;-11;1
Temporada 2004-05;3;Mallorca;Malaga;Temporada 2004-053Mallorca;Temporada 2004-053Malaga;3;13;0,333333333;0;0,666666667;1;1,333333333;4;12;0,333333333;0,333333333;0,333333333;0,666666667;1;1;2
Temporada 2004-05;3;Zaragoza;Albacete;Temporada 2004-053Zaragoza;Temporada 2004-053Albacete;7;6;0,666666667;0,333333333;0;2,333333333;1,333333333;0;19;0;0;1;1;2,333333333;-13;1
Temporada 2004-05;3;Sevilla;Levante;Temporada 2004-053Sevilla;Temporada 2004-053Levante;6;7;0,666666667;0;0,333333333;1,333333333;0,666666667;4;11;0,333333333;0,333333333;0,333333333;1,333333333;1,666666667;-4;1
Temporada 2004-05;3;Racing;Villarreal;Temporada 2004-053Racing;Temporada 2004-053Villarreal;1;18;0;0,333333333;0,666666667;0,666666667;2;2;15;0;0,666666667;0,333333333;0,666666667;1;3;0
Temporada 2004-05;3;Valencia;R. Sociedad;Temporada 2004-053Valencia;Temporada 2004-053R. Sociedad;7;5;0,666666667;0,333333333;0;2,333333333;1,333333333;2;16;0;0,666666667;0,333333333;0,666666667;1,333333333;-11;1
Temporada 2004-05;3;Osasuna;Betis;Temporada 2004-053Osasuna;Temporada 2004-053Betis;7;4;0,666666667;0,333333333;0;2,333333333;1,333333333;1;17;0;0,333333333;0,666666667;1,333333333;2,666666667;-13;1
Temporada 2004-05;3;Espanyol;R. Madrid;Temporada 2004-053Espanyol;Temporada 2004-053R. Madrid;7;1;0,666666667;0,333333333;0;2;0,666666667;6;8;0,666666667;0;0,333333333;0,666666667;0,333333333;-7;1
Temporada 2004-05;4;Barcelona;Zaragoza;Temporada 2004-054Barcelona;Temporada 2004-054Zaragoza;10;2;0,75;0,25;0;2,25;0,5;7;9;0,5;0,25;0,25;2;2;-7;1
Temporada 2004-05;4;Deportivo;Valencia;Temporada 2004-054Deportivo;Temporada 2004-054Valencia;4;15;0,25;0,25;0,5;1,25;2,5;10;1;0,75;0,25;0;3;1,25;14;2
Temporada 2004-05;4;Malaga;Numancia;Temporada 2004-054Malaga;Temporada 2004-054Numancia;7;7;0,5;0,25;0,25;1,5;1;4;13;0,25;0,25;0,5;0,75;1,5;-6;1
Temporada 2004-05;4;Villarreal;Sevilla;Temporada 2004-054Villarreal;Temporada 2004-054Sevilla;3;16;0;0,75;0,25;0,5;0,75;7;8;0,5;0,25;0,25;1;0,5;8;0
Temporada 2004-05;4;Levante;Atletico;Temporada 2004-054Levante;Temporada 2004-054Atletico;7;10;0,5;0,25;0,25;1,25;1,25;7;5;0,5;0,25;0,25;1,25;0,5;5;1
Temporada 2004-05;4;Betis;Athletic;Temporada 2004-054Betis;Temporada 2004-054Athletic;4;12;0,25;0,25;0,5;1,5;2,25;2;18;0;0,5;0,5;1,25;1,75;-6;1
Temporada 2004-05;4;Albacete;Mallorca;Temporada 2004-054Albacete;Temporada 2004-054Mallorca;1;20;0;0,25;0,75;0,75;1,75;4;11;0,25;0,25;0,5;0,75;1;9;0
Temporada 2004-05;4;Getafe;Espanyol;Temporada 2004-054Getafe;Temporada 2004-054Espanyol;3;17;0,25;0;0,75;0,75;1,5;7;4;0,5;0,25;0,25;1,5;0,75;13;1
Temporada 2004-05;4;R. Sociedad;Racing;Temporada 2004-054R. Sociedad;Temporada 2004-054Racing;2;19;0;0,5;0,5;0,5;1,25;4;14;0,25;0,25;0,5;0,75;1,5;5;2
Temporada 2004-05;4;R. Madrid;Osasuna;Temporada 2004-054R. Madrid;Temporada 2004-054Osasuna;9;3;0,75;0;0,25;0,75;0,25;7;6;0,5;0,25;0,25;1,75;1,25;-3;1
Temporada 2004-05;5;Sevilla;R. Sociedad;Temporada 2004-055Sevilla;Temporada 2004-055R. Sociedad;10;6;0,6;0,2;0,2;1,2;0,6;2;20;0;0,4;0,6;0,6;1,4;-14;1
Temporada 2004-05;5;Mallorca;Barcelona;Temporada 2004-055Mallorca;Temporada 2004-055Barcelona;4;15;0,2;0,2;0,6;0,8;1,4;13;2;0,8;0,2;0;2,4;0,6;13;2
Temporada 2004-05;5;Osasuna;Getafe;Temporada 2004-055Osasuna;Temporada 2004-055Getafe;10;5;0,6;0,2;0,2;1,8;1,2;3;18;0,2;0;0,8;0,8;1,6;-13;1
Temporada 2004-05;5;Numancia;Albacete;Temporada 2004-055Numancia;Temporada 2004-055Albacete;5;13;0,2;0,4;0,4;0,6;1,2;2;19;0;0,4;0,6;0,6;1,4;-6;0
Temporada 2004-05;5;Valencia;Racing;Temporada 2004-055Valencia;Temporada 2004-055Racing;13;1;0,8;0,2;0;2,8;1;4;16;0,2;0,2;0,6;0,6;1,6;-15;1
Temporada 2004-05;5;Espanyol;Malaga;Temporada 2004-055Espanyol;Temporada 2004-055Malaga;10;3;0,6;0,2;0,2;1,4;0,6;7;9;0,4;0,2;0,4;1,2;1;-6;1
Temporada 2004-05;5;Zaragoza;Levante;Temporada 2004-055Zaragoza;Temporada 2004-055Levante;10;7;0,6;0,2;0,2;2,4;2,2;7;10;0,4;0,2;0,4;1,6;1,8;-3;1
Temporada 2004-05;5;Deportivo;Betis;Temporada 2004-055Deportivo;Temporada 2004-055Betis;5;14;0,2;0,4;0,4;1,2;2,2;5;12;0,2;0,4;0,4;1,4;2;2;0
Temporada 2004-05;5;Atletico;Villarreal;Temporada 2004-055Atletico;Temporada 2004-055Villarreal;10;4;0,6;0,2;0,2;1,2;0,4;3;17;0;0,6;0,4;0,4;0,8;-13;1
Temporada 2004-05;6;R. Madrid;Deportivo;Temporada 2004-056R. Madrid;Temporada 2004-056Deportivo;9;10;0,5;0;0,5;0,666666667;0,666666667;8;11;0,333333333;0,333333333;0,333333333;1,166666667;1,833333333;-1;2
Temporada 2004-05;6;Albacete;Espanyol;Temporada 2004-056Albacete;Temporada 2004-056Espanyol;5;16;0,166666667;0,333333333;0,5;0,666666667;1,166666667;10;5;0,5;0,166666667;0,333333333;1,166666667;0,666666667;11;1
Temporada 2004-05;6;Barcelona;Numancia;Temporada 2004-056Barcelona;Temporada 2004-056Numancia;16;1;0,833333333;0,166666667;0;2,166666667;0,5;5;18;0,166666667;0,333333333;0,5;0,5;1,166666667;-17;1
