corners1,fuerasDeJuego2,fuerasDeJuego1,faltasCometidas1,balonesRecuperados2,balonesPerdidos2,result2,faltasSancionadas2,faltasSancionadas1,result1,targetasRojas2,targetasRojas1,intervencionesPortero2,posesion1,rematesPuerta1,rematesPuerta2,season,faltasCometidas2,intervencionesPortero1,team1,team2,balonesRecuperados1,rematesEntreTresPalos2,penalties2,penalties1,rematesEntreTresPalos1,targetasAmarilas2,balonesPerdidos1,targetasAmarilas1,day,corners2
7,0,1,13,67,90,0,13,11,2,0,0,10,"41,5%",22,7,Temporada 2011-12,11,8,Zaragoza,Athletic,70,4,0,0,10,2,88,1,Jornada 36,6
9,3,1,14,63,81,0,14,7,3,0,0,3,"51,13%",15,10,Temporada 2011-12,7,5,R. Madrid,Sevilla,56,3,0,0,6,2,78,3,Jornada 36,4
3,2,2,18,69,86,2,18,17,2,0,0,2,"49,32%",10,21,Temporada 2011-12,17,9,Betis,Atlético,68,5,0,0,3,2,93,3,Jornada 36,10
7,3,5,7,64,97,0,7,27,1,0,0,11,"52,55%",16,5,Temporada 2011-12,27,3,Málaga,Valencia,68,1,0,0,8,5,93,3,Jornada 36,6
5,5,2,11,63,94,0,11,16,3,0,0,6,"53,07%",17,11,Temporada 2011-12,16,8,R. Sociedad,Racing,73,4,0,0,5,4,85,1,Jornada 36,5
10,2,8,10,73,89,3,10,12,0,0,0,11,"63,99%",18,10,Temporada 2011-12,12,5,Espanyol,Sporting,64,5,0,0,6,3,97,2,Jornada 36,5
2,6,0,,10,74,1,10,10,3,0,0,102,"43,81%",9,9,Temporada 2011-12,,99,Levante,Granada,10,3,0,0,5,3,86,1,Jornada 36,5
7,1,2,8,71,90,3,8,16,1,0,0,5,"52,47%",12,16,Temporada 2011-12,16,10,Getafe,Mallorca,66,9,0,0,5,3,96,4,Jornada 36,3
6,2,2,12,90,116,1,12,12,1,0,0,6,"51,96%",20,9,Temporada 2011-12,12,5,Villarreal,Osasuna,91,3,0,0,7,2,108,1,Jornada 36,5
6,2,6,14,75,103,1,14,15,0,0,0,10,"34,04%",10,8,Temporada 2011-12,15,5,Racing,Athletic,80,1,0,0,3,2,99,2,Jornada 35,12
6,5,2,14,79,111,1,14,11,3,0,0,6,"51,9%",17,13,Temporada 2011-12,11,2,Atlético,Espanyol,86,3,0,0,9,1,108,3,Jornada 35,5
6,2,6,6,70,98,0,6,15,1,0,0,7,"49,61%",11,7,Temporada 2011-12,15,7,Granada,Getafe,72,2,0,0,6,2,96,2,Jornada 35,1
4,6,1,18,53,88,0,18,8,4,2,0,8,"54,3%",14,8,Temporada 2011-12,8,5,Valencia,Betis,65,3,0,0,8,2,80,2,Jornada 35,2
6,1,2,11,93,112,1,11,14,1,0,0,5,"47,22%",18,13,Temporada 2011-12,14,4,R. Sociedad,Villarreal,85,4,0,0,5,2,108,3,Jornada 35,1
9,3,2,18,75,103,0,18,15,1,0,0,3,"47,58%",12,11,Temporada 2011-12,15,4,Mallorca,Zaragoza,63,3,0,0,4,3,105,3,Jornada 35,2
11,1,0,8,72,96,1,8,18,1,0,0,9,"66,65%",20,9,Temporada 2011-12,18,3,Sevilla,Levante,78,2,0,0,6,5,92,3,Jornada 35,2
11,1,4,17,63,96,1,17,16,2,1,0,8,"55,28%",15,10,Temporada 2011-12,16,8,Sporting,Rayo,78,4,0,0,7,4,88,4,Jornada 35,7
4,5,3,11,73,95,2,11,20,1,0,0,2,"73,11%",14,14,Temporada 2011-12,20,4,Barcelona,R. Madrid,67,6,0,0,3,4,96,2,Jornada 35,7
7,5,2,9,71,95,1,9,10,5,0,0,5,"44,91%",12,15,Temporada 2011-12,10,8,Getafe,Sevilla,72,3,0,0,7,2,87,2,Jornada 34,7
2,4,0,25,67,96,0,25,10,1,0,1,9,"30,93%",8,10,Temporada 2011-12,10,3,Zaragoza,Granada,69,2,0,0,4,2,92,3,Jornada 34,3
7,2,0,12,74,97,0,12,17,1,0,0,3,"56,84%",13,11,Temporada 2011-12,17,2,Athletic,Mallorca,80,2,0,0,3,4,94,1,Jornada 34,5
3,2,1,10,89,107,0,10,7,1,1,0,5,"50,48%",10,5,Temporada 2011-12,7,4,Betis,Osasuna,89,1,0,0,4,2,110,1,Jornada 34,3
6,3,5,15,80,105,0,15,19,4,0,0,3,"50,23%",16,4,Temporada 2011-12,19,6,Espanyol,Valencia,76,1,0,0,6,5,102,3,Jornada 34,3
9,1,4,22,81,104,1,22,17,0,0,0,6,"52,86%",12,9,Temporada 2011-12,17,8,Rayo,Atlético,70,4,0,0,3,2,114,6,Jornada 34,3
7,3,2,15,68,108,1,15,6,1,0,0,5,"57,73%",19,6,Temporada 2011-12,6,7,Villarreal,Racing,85,2,0,0,5,2,99,2,Jornada 34,6
15,3,5,11,68,96,1,11,9,1,0,0,9,"58,73%",18,11,Temporada 2011-12,9,4,Málaga,R. Sociedad,80,3,0,0,5,2,92,2,Jornada 34,6
1,3,1,15,65,77,2,15,6,1,0,0,2,"27,4%",5,16,Temporada 2011-12,6,9,Levante,Barcelona,54,8,0,0,2,2,88,5,Jornada 34,6
5,6,2,5,69,106,1,5,26,3,0,0,6,"70,49%",23,4,Temporada 2011-12,26,2,R. Madrid,Sporting,76,2,0,0,7,7,87,2,Jornada 34,1
7,2,2,15,69,101,0,15,15,3,0,0,8,"57,73%",22,10,Temporada 2011-12,15,6,Sevilla,Zaragoza,85,4,0,0,8,3,94,1,Jornada 33,2
5,1,3,16,79,85,3,16,17,0,0,0,6,"50,73%",16,0,Temporada 2011-12,17,7,Racing,Mallorca,56,0,0,0,7,1,94,3,Jornada 33,5
7,3,1,17,64,71,4,17,15,1,0,0,3,"52,06%",13,25,Temporada 2011-12,15,6,Atlético,R. Madrid,58,10,0,0,4,3,80,2,Jornada 33,8
7,4,3,13,64,95,1,13,22,4,0,0,4,"56,78%",10,12,Temporada 2011-12,22,6,Valencia,Rayo,71,2,0,0,7,7,94,2,Jornada 33,7
7,5,4,21,86,122,2,21,7,3,0,0,2,"56,98%",22,11,Temporada 2011-12,7,10,Sporting,Levante,100,8,0,0,5,0,113,5,Jornada 33,1
11,2,5,,13,63,2,8,13,2,0,1,85,"31,69%",9,19,Temporada 2011-12,,86,Granada,Athletic,8,6,0,0,5,3,58,2,Jornada 33,3
4,5,3,13,87,112,0,13,17,2,0,0,6,"51,12%",14,4,Temporada 2011-12,17,4,Osasuna,Espanyol,89,0,0,0,5,8,107,3,Jornada 33,3
13,5,2,,10,52,0,9,10,4,0,0,86,76%,14,2,Temporada 2011-12,,82,Barcelona,Getafe,9,0,0,0,7,1,62,1,Jornada 33,5
9,2,0,10,85,110,1,10,9,1,0,0,9,"49,1%",17,12,Temporada 2011-12,9,6,R. Sociedad,Betis,93,6,0,0,5,3,107,0,Jornada 33,5
2,2,0,11,67,84,0,11,13,2,0,0,5,"33,2%",7,19,Temporada 2011-12,13,10,Levante,Atlético,76,7,0,0,5,7,92,3,Jornada 32,7
11,3,0,21,73,99,0,21,8,0,0,0,8,"48,73%",14,17,Temporada 2011-12,8,10,Mallorca,Granada,85,6,0,0,4,1,99,4,Jornada 32,7
4,6,1,15,76,102,0,15,12,1,0,0,10,"59,16%",18,17,Temporada 2011-12,12,4,Athletic,Sevilla,80,3,0,0,8,4,98,3,Jornada 32,3
11,2,1,12,68,89,0,12,16,0,0,0,17,"60,78%",32,17,Temporada 2011-12,16,6,R. Madrid,Valencia,69,6,0,0,10,3,81,3,Jornada 32,5
4,3,2,16,57,76,1,16,14,3,0,0,6,"41,28%",16,12,Temporada 2011-12,14,6,Betis,Villarreal,56,4,0,0,8,3,75,3,Jornada 32,9
4,3,4,27,75,101,0,27,18,2,0,0,7,"48,44%",10,14,Temporada 2011-12,18,10,Getafe,Sporting,77,4,0,0,4,4,102,4,Jornada 32,5
2,4,4,21,57,79,4,21,12,1,0,0,6,"29,06%",14,14,Temporada 2011-12,12,10,Zaragoza,Barcelona,57,7,0,0,6,5,78,5,Jornada 32,9
5,1,2,15,60,97,0,15,13,6,0,0,11,"45,8%",19,10,Temporada 2011-12,13,6,Rayo,Osasuna,79,4,0,0,13,4,93,1,Jornada 32,7
13,1,3,14,84,103,2,14,17,2,0,0,12,"63,05%",26,11,Temporada 2011-12,17,1,Espanyol,R. Sociedad,82,3,0,0,12,4,100,5,Jornada 32,2
7,1,1,20,63,89,2,20,30,1,0,0,11,"49,83%",13,11,Temporada 2011-12,30,10,Sporting,Zaragoza,59,6,0,0,6,6,89,3,Jornada 31,6
3,1,2,17,73,104,5,17,14,1,0,0,5,"53,48%",13,13,Temporada 2011-12,14,6,Osasuna,R. Madrid,80,8,0,0,2,1,103,4,Jornada 31,4
8,1,2,,21,83,2,9,21,0,0,0,110,"70,62%",19,8,Temporada 2011-12,,99,Málaga,Betis,9,2,0,0,7,4,75,1,Jornada 31,1
8,1,0,10,68,90,1,10,16,3,0,0,8,"60,77%",15,8,Temporada 2011-12,16,5,Sevilla,Mallorca,68,3,0,0,7,2,92,4,Jornada 31,4
5,1,1,15,67,89,1,15,12,1,0,0,5,"68,13%",12,9,Temporada 2011-12,12,6,Valencia,Levante,69,2,0,0,5,4,87,3,Jornada 31,2
3,2,4,16,82,104,0,16,18,4,0,0,8,"39,85%",15,9,Temporada 2011-12,18,3,R. Sociedad,Rayo,84,1,0,0,8,3,101,1,Jornada 31,5
3,5,5,12,76,108,0,12,17,0,0,0,5,"49,48%",8,8,Temporada 2011-12,17,8,Villarreal,Espanyol,80,3,0,0,3,3,111,1,Jornada 31,1
7,3,2,25,66,87,0,25,10,3,0,0,5,"53,79%",8,10,Temporada 2011-12,10,9,Atlético,Getafe,74,3,0,0,4,2,84,1,Jornada 31,3
8,5,1,11,60,85,0,11,12,2,1,0,5,"62,19%",22,11,Temporada 2010-11,12,6,Sevilla,Valencia,67,6,0,0,13,0,80,1,Jornada 10,1
7,5,2,22,61,87,0,22,9,2,0,0,5,"49,81%",14,8,Temporada 2010-11,9,5,Valencia,Getafe,68,3,0,0,5,2,87,3,Jornada 11,5
8,1,6,16,64,88,1,16,12,1,0,0,3,"67,48%",20,10,Temporada 2010-11,12,5,Getafe,Zaragoza,65,4,0,0,4,4,80,3,Jornada 12,3
4,5,2,11,76,103,0,11,16,5,1,0,2,"62,78%",15,5,Temporada 2010-11,16,5,Barcelona,R. Madrid,85,3,0,0,7,7,95,5,Jornada 13,5
3,2,3,14,61,93,0,14,12,1,0,0,4,"46,6%",12,6,Temporada 2010-11,12,7,Deportivo,Hércules,70,1,0,0,4,4,82,2,Jornada 14,3
5,4,2,17,72,95,3,17,17,3,0,0,10,"52,29%",12,16,Temporada 2010-11,17,7,Valencia,Osasuna,76,5,0,0,9,4,98,1,Jornada 15,7
3,0,3,15,82,99,3,15,20,2,0,0,5,"50,9%",12,14,Temporada 2010-11,20,2,Getafe,R. Madrid,77,6,0,0,5,5,103,5,Jornada 17,2
3,1,1,20,70,104,0,20,15,0,0,0,7,"45,32%",8,8,Temporada 2010-11,15,8,Racing,Hércules,85,3,0,0,2,2,101,3,Jornada 16,9
2,2,1,17,73,93,1,17,15,4,0,0,3,"50,54%",10,22,Temporada 2010-11,15,7,Hércules,Atlético,80,5,0,0,7,0,96,1,Jornada 18,4
3,1,2,11,74,96,0,11,9,3,1,1,2,"49,2%",10,17,Temporada 2010-11,9,15,Atlético,Mallorca,74,8,0,0,5,3,103,2,Jornada 19,4
7,6,2,21,75,106,0,21,16,3,0,0,9,"52,18%",12,7,Temporada 2010-11,16,8,Athletic,Hércules,72,4,0,0,6,4,101,3,Jornada 20,1
3,0,5,14,86,101,1,14,16,1,0,1,5,"35,15%",8,8,Temporada 2010-11,16,5,Racing,Valencia,68,3,0,0,4,6,103,4,Jornada 21,5
4,2,8,17,65,96,0,17,14,2,0,0,7,"61,89%",13,8,Temporada 2010-11,14,7,Valencia,Hércules,69,3,0,0,8,2,88,3,Jornada 22,1
3,5,2,15,81,108,0,15,11,1,0,0,6,"36,48%",11,12,Temporada 2010-11,11,5,Mallorca,Athletic,89,3,0,0,6,2,109,2,Jornada 23,8
10,2,2,13,77,111,0,13,17,1,0,0,8,"50,83%",11,10,Temporada 2010-11,17,4,R. Sociedad,Mallorca,89,2,0,0,5,2,109,1,Jornada 24,5
6,3,4,12,67,102,1,12,20,3,0,0,7,"62,84%",19,13,Temporada 2010-11,20,4,Málaga,Almería,75,5,0,0,8,5,89,4,Jornada 25,4
6,5,3,11,75,104,2,11,7,2,0,0,8,"38,32%",17,16,Temporada 2010-11,7,3,Racing,Villarreal,83,3,0,0,9,3,93,2,Jornada 25,8
6,3,1,19,67,101,2,19,14,1,0,0,11,"41,58%",17,11,Temporada 2010-11,14,7,Athletic,Valencia,77,5,0,0,7,4,95,3,Jornada 25,5
7,4,3,12,67,82,0,12,13,0,0,0,7,"56,75%",10,16,Temporada 2010-11,13,12,Hércules,Getafe,63,7,0,0,5,2,94,3,Jornada 25,8
5,1,2,13,63,87,1,13,16,2,0,0,7,"39,38%",13,8,Temporada 2010-11,16,7,Levante,Osasuna,64,5,0,0,7,2,92,3,Jornada 25,1
5,5,5,21,68,85,0,21,13,0,0,0,1,"29,88%",4,21,Temporada 2010-11,13,13,Deportivo,R. Madrid,63,11,0,0,1,3,94,4,Jornada 25,10
5,2,3,12,75,90,3,12,9,0,0,0,7,"26,5%",8,7,Temporada 2010-11,9,3,Mallorca,Barcelona,69,4,0,0,3,0,94,1,Jornada 25,2
4,1,4,14,79,101,0,14,11,0,0,0,8,"55,86%",13,12,Temporada 2010-11,11,1,Sporting,Zaragoza,80,1,0,0,4,4,102,3,Jornada 25,3
4,1,2,13,86,99,1,13,15,4,0,0,4,"57,98%",12,14,Temporada 2010-11,15,7,Espanyol,R. Sociedad,76,6,0,0,5,1,103,1,Jornada 25,6
8,1,3,15,82,99,2,15,9,2,0,0,11,"52,02%",19,15,Temporada 2010-11,9,5,Atlético,Sevilla,79,7,0,0,11,2,99,2,Jornada 25,2
7,5,2,8,74,98,1,8,18,2,0,0,4,"75,37%",19,5,Temporada 2010-11,18,4,Barcelona,Athletic,85,4,0,0,5,3,91,3,Jornada 24,4
5,1,7,14,67,94,0,14,16,1,0,0,9,"47,17%",17,7,Temporada 2010-11,16,4,Sevilla,Hércules,69,3,0,0,7,3,83,2,Jornada 24,8
7,3,0,18,61,97,0,18,11,4,0,0,6,"41,73%",14,11,Temporada 2010-11,11,3,Osasuna,Espanyol,78,1,0,0,8,2,87,2,Jornada 24,9
3,4,0,15,76,106,1,15,17,1,0,0,4,"43,68%",12,7,Temporada 2010-11,17,7,Almería,Deportivo,73,4,0,0,4,3,101,1,Jornada 24,6
7,3,7,11,82,105,1,11,12,0,0,1,3,"54,32%",5,8,Temporada 2010-11,12,11,Getafe,Racing,78,5,0,0,1,2,105,1,Jornada 24,4
4,3,3,15,81,100,1,15,15,0,0,0,6,"51,9%",14,16,Temporada 2010-11,15,7,Zaragoza,Atlético,77,6,0,0,4,3,104,3,Jornada 24,5
3,3,6,13,81,97,1,13,23,1,0,0,9,"45,3%",15,6,Temporada 2010-11,23,3,Villarreal,Málaga,70,2,0,0,8,1,93,1,Jornada 24,1
5,3,1,18,55,92,0,18,13,7,0,0,7,"57,72%",19,5,Temporada 2010-11,13,4,R. Madrid,Málaga,70,1,0,0,14,4,77,1,Jornada 26,2
14,4,1,16,63,99,1,16,11,1,1,0,9,"60,03%",19,6,Temporada 2010-11,11,5,Almería,Racing,71,2,0,0,5,4,85,2,Jornada 26,5
7,2,2,18,88,120,1,18,7,0,0,0,2,"38,07%",7,19,Temporada 2010-11,7,6,Valencia,Barcelona,97,6,0,0,1,1,123,4,Jornada 26,5
8,3,2,14,68,105,0,14,16,0,0,0,11,"65,47%",19,5,Temporada 2010-11,16,8,Osasuna,Deportivo,77,3,0,0,6,2,91,2,Jornada 26,4
5,0,0,15,70,101,1,15,20,1,0,0,1,"50,87%",13,11,Temporada 2010-11,20,8,R. Sociedad,Levante,76,2,0,0,1,4,97,1,Jornada 26,5
5,1,7,8,83,113,0,8,18,1,0,0,9,"54,01%",18,6,Temporada 2010-11,18,6,Villarreal,Hércules,80,3,0,0,7,2,100,2,Jornada 26,4
7,6,2,19,72,110,1,19,18,2,0,0,6,"50,05%",18,9,Temporada 2010-11,18,6,Zaragoza,Athletic,88,5,0,0,5,2,97,4,Jornada 26,4
6,8,8,15,68,88,1,15,13,1,0,0,6,"45,86%",11,13,Temporada 2010-11,13,7,Getafe,Atlético,66,4,0,0,4,2,91,4,Jornada 26,8
3,2,2,16,54,89,0,16,14,3,1,0,9,"68,69%",15,4,Temporada 2010-11,14,1,Sevilla,Sporting,66,1,0,0,8,1,74,2,Jornada 26,1
7,0,4,,18,70,2,18,18,1,0,0,86,"50,31%",10,16,Temporada 2010-11,,88,Espanyol,Mallorca,18,8,0,0,4,3,65,6,Jornada 26,3
13,3,6,8,55,89,0,8,11,2,0,0,11,"67,65%",24,3,Temporada 2010-11,11,3,R. Madrid,Levante,61,1,0,0,10,2,75,2,Jornada 24,2
11,5,4,10,76,107,0,10,5,0,0,0,8,"67,68%",12,7,Temporada 2010-11,5,3,Valencia,Sporting,88,0,0,0,2,0,102,1,Jornada 24,5
5,4,1,10,74,103,1,10,9,0,1,0,5,"61,92%",21,16,Temporada 2010-11,9,10,Espanyol,R. Madrid,83,9,0,0,4,2,102,2,Jornada 23,9
2,6,5,16,86,120,0,16,11,1,0,0,7,"45,62%",12,3,Temporada 2010-11,11,9,Deportivo,Villarreal,94,2,0,0,4,2,105,1,Jornada 23,2
9,2,5,13,66,101,2,13,14,2,0,0,10,"58,2%",19,7,Temporada 2010-11,14,4,Málaga,Getafe,85,4,0,0,5,4,90,2,Jornada 23,3
3,5,0,12,72,97,1,12,17,2,0,0,5,"60,8%",7,9,Temporada 2010-11,17,5,Hércules,Zaragoza,63,5,0,0,5,3,102,1,Jornada 23,2
3,5,4,10,72,110,0,10,14,1,0,0,9,"46,32%",19,12,Temporada 2010-11,14,1,R. Sociedad,Osasuna,84,2,0,0,9,5,103,1,Jornada 23,4
7,1,2,16,66,94,0,16,17,1,0,0,7,"42,14%",11,12,Temporada 2010-11,17,5,Levante,Almería,69,3,0,0,4,2,87,3,Jornada 23,6
1,3,0,17,65,79,2,17,9,3,0,1,3,"28,63%",9,19,Temporada 2010-11,9,9,Racing,Sevilla,62,9,0,0,6,3,88,4,Jornada 23,7
4,2,3,16,66,81,1,16,8,1,0,0,2,"24,14%",6,15,Temporada 2010-11,8,6,Sporting,Barcelona,64,6,0,0,1,6,92,4,Jornada 23,10
11,2,2,14,64,87,2,14,16,1,0,1,9,"47,62%",15,11,Temporada 2010-11,16,2,Atlético,Valencia,55,3,0,0,6,4,89,1,Jornada 23,6
9,3,3,6,60,90,1,6,10,4,0,0,7,"65,17%",28,13,Temporada 2010-11,10,6,R. Madrid,R. Sociedad,74,5,0,0,10,3,83,2,Jornada 22,5
7,0,2,,16,74,0,17,16,0,0,0,99,"61,92%",9,6,Temporada 2010-11,,96,Sevilla,Málaga,17,1,0,0,3,4,68,4,Jornada 22,4
5,2,2,11,61,88,0,11,15,3,0,0,6,"68,28%",15,9,Temporada 2010-11,15,3,Barcelona,Atlético,71,3,0,0,8,3,75,2,Jornada 22,5
5,2,8,10,78,97,1,10,15,0,0,0,5,"59,48%",13,11,Temporada 2010-11,15,7,Villarreal,Levante,69,4,0,0,4,7,91,2,Jornada 22,7
5,1,3,16,78,105,1,16,14,1,0,0,10,"50,15%",16,8,Temporada 2010-11,14,8,Osasuna,Mallorca,81,4,0,0,6,1,104,1,Jornada 22,4
5,1,5,10,62,83,1,10,8,4,0,0,8,"48,21%",18,19,Temporada 2010-11,8,11,Getafe,Deportivo,66,10,0,0,9,4,82,5,Jornada 22,7
3,2,0,20,77,100,1,20,22,1,0,0,7,"49,9%",19,12,Temporada 2010-11,22,5,Zaragoza,Racing,81,5,0,0,4,3,99,4,Jornada 22,6
6,8,1,24,80,108,2,24,16,3,0,0,7,"37,75%",10,17,Temporada 2010-11,16,5,Almería,Espanyol,87,5,0,0,6,3,111,5,Jornada 22,4
8,4,5,15,69,93,0,15,13,3,0,0,6,"61,55%",13,6,Temporada 2010-11,13,5,Athletic,Sporting,74,2,0,0,7,4,90,4,Jornada 22,3
6,9,0,9,75,103,1,9,13,0,0,0,9,"55,73%",12,16,Temporada 2010-11,13,7,Espanyol,Villarreal,83,6,0,0,5,4,101,2,Jornada 21,5
3,7,3,23,73,95,0,23,9,1,0,0,5,"33,71%",9,20,Temporada 2010-11,9,5,Osasuna,R. Madrid,81,4,0,0,2,3,105,8,Jornada 21,7
4,2,3,16,82,93,2,16,17,0,0,1,11,"53,13%",15,15,Temporada 2010-11,17,7,Atlético,Athletic,68,7,0,0,7,1,95,3,Jornada 21,5
3,3,6,12,65,88,3,12,8,0,0,0,2,"27,17%",4,19,Temporada 2010-11,8,7,Hércules,Barcelona,70,7,0,0,2,1,91,4,Jornada 21,8
5,9,0,14,61,95,3,14,8,3,1,0,3,"53,83%",16,11,Temporada 2010-11,8,4,Deportivo,Sevilla,76,5,0,0,5,2,90,1,Jornada 21,4
5,1,0,,10,75,4,17,10,0,0,0,90,"63,19%",15,12,Temporada 2010-11,,93,Mallorca,Sporting,17,4,0,0,4,2,74,4,Jornada 21,2
5,0,1,13,75,93,2,13,26,1,0,0,8,"60,95%",15,12,Temporada 2010-11,26,6,Málaga,Zaragoza,63,7,0,0,6,4,93,3,Jornada 21,3
8,1,3,14,82,111,1,14,19,2,0,0,10,"54,47%",27,3,Temporada 2010-11,19,5,Villarreal,R. Sociedad,77,1,0,0,8,4,98,1,Jornada 20,2
7,0,1,10,87,103,0,10,23,2,0,0,8,"48,64%",13,22,Temporada 2010-11,23,7,R. Sociedad,Almería,77,6,0,0,5,2,109,2,Jornada 21,4
3,1,0,10,76,103,0,10,11,2,1,1,6,"39,32%",16,6,Temporada 2010-11,11,1,Levante,Getafe,82,0,0,0,6,2,97,3,Jornada 21,3
11,4,4,12,74,98,0,12,15,1,0,0,8,"64,23%",18,10,Temporada 2010-11,15,6,R. Madrid,Mallorca,70,4,0,0,6,4,91,3,Jornada 20,5
6,2,1,19,70,93,2,19,16,3,0,0,1,"46,99%",14,16,Temporada 2010-11,16,6,Almería,Osasuna,70,5,0,0,4,5,91,3,Jornada 20,8
5,5,2,30,73,110,0,30,14,1,0,0,5,"46,71%",7,5,Temporada 2010-11,14,3,Zaragoza,Deportivo,88,0,0,0,4,2,112,4,Jornada 20,1
4,2,2,19,75,101,0,19,14,1,0,0,4,"42,64%",6,5,Temporada 2010-11,14,5,Sporting,Atlético,84,1,0,0,3,3,101,2,Jornada 20,5
5,5,1,15,81,108,3,15,6,1,0,0,6,"49,28%",16,12,Temporada 2010-11,6,5,Getafe,Espanyol,79,7,0,0,6,0,105,0,Jornada 20,5
9,2,2,15,60,84,3,15,5,4,2,0,9,"64,4%",14,9,Temporada 2010-11,5,5,Valencia,Málaga,66,6,0,0,6,4,80,1,Jornada 20,2
6,4,4,6,75,95,0,6,14,3,0,0,13,"70,24%",13,6,Temporada 2010-11,14,3,Barcelona,Racing,71,3,0,0,11,0,92,0,Jornada 20,3
6,0,4,14,58,82,1,14,21,4,0,0,6,"64,37%",9,5,Temporada 2010-11,21,4,Sevilla,Levante,61,2,0,0,5,2,77,2,Jornada 20,1
8,6,1,12,55,77,1,12,12,4,0,0,5,"71,93%",13,3,Temporada 2010-11,12,6,Barcelona,Málaga,63,2,0,0,10,1,75,1,Jornada 19,1
2,1,0,21,69,95,1,21,17,1,0,0,2,"42,11%",8,23,Temporada 2010-11,17,11,Almería,R. Madrid,79,11,0,0,2,2,100,2,Jornada 19,11
3,8,1,16,72,102,0,16,14,2,0,0,10,"60,04%",17,9,Temporada 2010-11,14,2,Valencia,Deportivo,75,1,0,0,7,2,96,3,Jornada 19,2
6,7,5,16,77,107,2,16,9,1,0,0,14,"53,48%",16,11,Temporada 2010-11,9,5,Sevilla,Espanyol,75,5,0,0,6,2,104,1,Jornada 19,4
5,5,4,13,68,96,1,13,12,2,0,0,5,"51,55%",9,12,Temporada 2010-11,12,7,Athletic,Racing,68,5,0,0,5,5,93,2,Jornada 19,7
10,1,5,6,72,90,4,6,17,0,0,0,9,"68,71%",21,11,Temporada 2010-11,17,3,Getafe,R. Sociedad,63,5,0,0,3,4,87,3,Jornada 19,2
6,4,6,10,79,101,2,10,10,4,0,0,8,"52,74%",19,12,Temporada 2010-11,10,5,Villarreal,Osasuna,67,5,0,0,11,3,105,1,Jornada 19,5
3,3,2,12,77,105,0,12,17,2,0,0,6,"43,14%",8,5,Temporada 2010-11,17,6,Sporting,Hércules,74,2,0,0,6,5,102,3,Jornada 19,4
2,1,0,23,53,89,0,23,18,1,0,0,8,"49,98%",10,8,Temporada 2010-11,18,5,Zaragoza,Levante,64,3,0,0,2,3,90,5,Jornada 19,2
6,7,4,20,56,81,2,20,8,4,0,0,5,"55,36%",15,12,Temporada 2010-11,8,6,R. Madrid,Villarreal,64,3,0,0,7,4,80,3,Jornada 18,3
6,1,0,13,64,90,1,13,13,0,0,0,6,"39,39%",13,16,Temporada 2010-11,13,8,Levante,Valencia,69,8,0,0,3,1,82,4,Jornada 18,3
3,2,4,16,74,101,1,16,15,1,0,0,7,53%,14,15,Temporada 2010-11,15,10,Racing,Sporting,74,9,0,0,5,3,105,1,Jornada 18,11
2,0,2,12,68,80,0,12,19,4,0,0,7,"58,04%",12,12,Temporada 2010-11,19,5,Espanyol,Zaragoza,52,3,0,0,7,4,82,2,Jornada 18,3
7,4,1,14,67,97,1,14,9,4,0,0,7,"45,58%",18,9,Temporada 2010-11,9,4,Mallorca,Almería,79,1,0,0,9,1,91,2,Jornada 18,9
7,4,1,14,82,109,0,14,10,0,0,0,5,"56,19%",14,18,Temporada 2010-11,10,11,Osasuna,Getafe,86,7,0,0,4,1,106,4,Jornada 18,10
4,2,2,8,72,83,4,8,6,0,0,0,2,"25,94%",7,8,Temporada 2010-11,6,2,Deportivo,Barcelona,61,5,0,0,1,0,84,1,Jornada 18,7
4,2,1,12,75,95,3,12,13,2,0,0,5,"50,74%",14,16,Temporada 2010-11,13,6,R. Sociedad,Sevilla,77,5,0,0,8,1,93,2,Jornada 18,7
8,1,4,15,65,85,1,15,19,1,0,0,8,"54,31%",13,13,Temporada 2010-11,19,10,Málaga,Athletic,64,6,0,0,3,3,88,4,Jornada 18,5
4,2,0,6,61,95,0,6,7,3,0,0,11,"40,53%",19,10,Temporada 2010-11,7,13,Mallorca,Hércules,79,3,0,0,10,4,92,1,Jornada 17,12
5,3,5,,11,88,0,15,11,0,0,0,115,"58,47%",13,9,Temporada 2010-11,,110,Atlético,Racing,15,4,0,0,5,1,77,2,Jornada 17,9
3,3,1,16,91,111,0,16,18,2,0,0,8,"45,26%",15,12,Temporada 2010-11,18,7,Villarreal,Almería,89,4,0,0,9,4,119,1,Jornada 17,1
7,1,0,17,66,97,1,17,16,2,0,0,12,"57,31%",24,8,Temporada 2010-11,16,3,Zaragoza,R. Sociedad,69,2,0,0,9,1,88,3,Jornada 17,6
6,2,5,17,73,96,1,17,14,2,0,1,12,"48,56%",12,15,Temporada 2010-11,14,4,Valencia,Espanyol,67,3,0,0,8,3,98,2,Jornada 17,4
7,0,0,17,59,88,0,17,22,1,0,0,8,"60,45%",13,7,Temporada 2010-11,22,6,Sevilla,Osasuna,67,3,0,0,5,5,86,1,Jornada 17,6
10,4,3,15,58,91,1,15,13,2,0,0,9,"79,67%",20,4,Temporada 2010-11,13,2,Barcelona,Levante,73,3,0,0,10,2,88,4,Jornada 17,3
2,2,5,15,81,103,2,15,16,1,0,0,10,"52,17%",13,6,Temporada 2010-11,16,5,Sporting,Málaga,83,5,0,0,6,3,101,5,Jornada 17,3
