corners1,fuerasDeJuego2,fuerasDeJuego1,faltasCometidas1,balonesRecuperados2,balonesPerdidos2,result2,faltasSancionadas2,faltasSancionadas1,result1,targetasRojas2,targetasRojas1,intervencionesPortero2,posesion1,rematesPuerta1,rematesPuerta2,season,faltasCometidas2,intervencionesPortero1,team1,team2,balonesRecuperados1,rematesEntreTresPalos2,penalties2,penalties1,rematesEntreTresPalos1,targetasAmarilas2,balonesPerdidos1,targetasAmarilas1,day,corners2
6,4,1,21,76,72,1,21,17,3,0,0,7,"52,07%",12,11,Temporada 2001-02,17,6,Celta,Villarreal,72,na,0,0,na,1,76,2,Jornada 15,1
9,1,2,23,65,70,0,23,19,0,1,0,6,"58,64%",16,10,Temporada 2001-02,19,7,Rayo,Las Palmas,70,na,1,0,na,6,65,2,Jornada 16,2
14,3,1,17,67,71,1,17,20,1,0,0,11,"58,51%",13,11,Temporada 2001-02,20,7,Mallorca,Málaga,71,na,0,0,na,2,67,0,Jornada 16,4
7,3,1,17,62,66,0,17,24,0,0,0,13,"60,06%",16,11,Temporada 2001-02,24,4,R. Sociedad,Betis,66,na,0,0,na,2,62,2,Jornada 16,4
8,2,0,14,69,76,0,14,23,1,0,0,13,"54,7%",22,9,Temporada 2001-02,23,4,Osasuna,Valladolid,76,na,0,0,na,4,69,2,Jornada 16,4
3,2,5,23,76,82,0,23,23,1,0,0,6,"56,36%",16,8,Temporada 2001-02,23,4,Deportivo,Valencia,82,na,0,1,na,5,76,2,Jornada 16,1
7,2,5,22,87,86,2,22,27,0,0,0,17,"55,84%",13,12,Temporada 2001-02,27,9,Zaragoza,Alavés,86,na,0,0,na,4,87,0,Jornada 16,2
4,4,2,17,72,69,2,17,13,2,1,0,7,"42,57%",14,20,Temporada 2001-02,13,11,Barcelona,Celta,69,na,0,0,na,2,72,4,Jornada 16,6
4,5,1,23,72,68,3,23,19,3,0,0,5,"43,87%",15,10,Temporada 2001-02,19,10,Sevilla,Athletic,68,na,0,0,na,2,72,3,Jornada 16,4
11,6,2,13,71,72,1,13,26,1,0,0,11,"56,28%",14,9,Temporada 2001-02,26,11,Villarreal,Espanyol,72,na,0,0,na,3,71,1,Jornada 16,3
4,9,3,14,72,73,0,14,17,2,0,0,14,"51,15%",17,12,Temporada 2001-02,17,5,R. Sociedad,Valencia,73,na,0,1,na,3,72,2,Jornada 14,8
9,2,3,19,60,68,0,19,17,4,0,0,12,"55,18%",14,5,Temporada 2001-02,17,4,Sevilla,Valladolid,68,na,0,1,na,6,60,5,Jornada 14,3
8,2,3,21,80,86,0,21,8,1,0,0,12,"55,63%",19,7,Temporada 2001-02,8,8,Tenerife,Málaga,86,na,0,0,na,2,80,3,Jornada 14,4
10,5,4,20,77,80,1,20,14,4,0,0,9,"44,68%",15,11,Temporada 2001-02,14,11,Mallorca,Deportivo,80,na,0,0,na,1,77,3,Jornada 14,7
5,3,0,21,76,76,2,21,18,1,0,0,10,"57,78%",12,13,Temporada 2001-02,18,1,Barcelona,Athletic,76,na,0,0,na,3,76,4,Jornada 14,2
8,5,1,18,74,73,1,18,12,2,0,0,3,"55,5%",15,18,Temporada 2001-02,12,12,Zaragoza,Las Palmas,73,na,0,0,na,1,74,3,Jornada 14,7
6,1,8,24,83,86,0,24,19,1,0,0,8,"57,59%",13,5,Temporada 2001-02,19,7,Villarreal,Alavés,86,na,0,0,na,4,83,4,Jornada 14,2
3,1,5,23,73,86,1,23,20,4,0,0,4,"55,05%",18,2,Temporada 2001-02,20,2,Celta,Espanyol,86,na,1,0,na,1,73,2,Jornada 14,3
14,8,2,18,70,75,1,18,20,2,0,0,12,"63,3%",21,13,Temporada 2001-02,20,3,R. Madrid,Sevilla,75,na,0,0,na,2,70,2,Jornada 13,2
5,3,2,20,78,77,0,20,36,0,0,1,13,"55,97%",9,12,Temporada 2001-02,36,10,Valencia,Tenerife,77,na,0,0,na,3,78,1,Jornada 13,10
5,2,5,16,83,80,1,16,19,3,0,0,11,"48,12%",15,18,Temporada 2001-02,19,5,Deportivo,R. Sociedad,80,na,0,0,na,2,83,1,Jornada 13,6
11,6,0,26,72,83,0,26,16,2,0,0,13,"56,06%",22,6,Temporada 2001-02,16,2,Betis,Rayo,83,na,0,1,na,4,72,2,Jornada 13,4
6,1,11,24,64,67,1,24,19,2,0,0,4,"46,52%",17,10,Temporada 2001-02,19,4,Málaga,Osasuna,67,na,0,0,na,2,64,4,Jornada 13,3
3,3,5,19,85,82,0,19,17,2,0,0,8,"55,11%",9,11,Temporada 2001-02,17,4,Valladolid,Zaragoza,82,na,0,1,na,3,85,2,Jornada 13,5
8,3,3,16,90,93,1,16,14,2,0,0,8,"48,21%",13,10,Temporada 2001-02,14,8,Espanyol,Mallorca,93,na,0,0,na,3,90,3,Jornada 13,7
3,3,6,19,81,76,0,19,21,0,0,0,8,"47,53%",8,11,Temporada 2001-02,21,7,Las Palmas,Barcelona,76,na,0,0,na,3,81,4,Jornada 13,4
2,7,0,21,87,91,1,21,18,2,0,0,2,"46,9%",13,9,Temporada 2001-02,18,6,Zaragoza,R. Madrid,91,na,0,0,na,4,87,2,Jornada 12,2
1,9,3,27,82,83,1,27,17,3,0,0,5,"41,85%",11,13,Temporada 2001-02,17,10,Tenerife,Deportivo,83,na,0,0,na,1,82,2,Jornada 12,11
4,3,2,23,68,65,0,23,19,3,0,0,4,"48,65%",13,17,Temporada 2001-02,19,8,Rayo,Málaga,65,na,0,1,na,6,68,3,Jornada 12,6
5,3,3,12,82,78,2,12,21,1,0,0,12,"51,29%",16,12,Temporada 2001-02,21,3,R. Sociedad,Mallorca,78,na,0,0,na,3,82,0,Jornada 12,3
1,2,5,22,82,82,0,22,17,4,0,0,7,"48,77%",13,14,Temporada 2001-02,17,8,Barcelona,Valladolid,82,na,1,1,na,3,82,2,Jornada 12,3
8,3,3,25,69,72,0,25,9,2,0,0,8,"50,49%",16,13,Temporada 2001-02,9,10,Villarreal,Las Palmas,72,na,0,0,na,3,69,2,Jornada 12,6
5,8,2,26,77,76,3,26,19,2,0,0,11,"51,31%",14,10,Temporada 2001-02,19,6,Celta,Athletic,76,na,0,0,na,3,77,7,Jornada 12,4
4,6,1,15,71,75,1,15,20,2,0,0,8,"55,93%",15,7,Temporada 2001-02,20,3,Valencia,Rayo,75,na,1,1,na,5,71,2,Jornada 11,4
6,2,7,17,75,86,1,17,16,5,0,0,6,"51,83%",25,7,Temporada 2001-02,16,3,Deportivo,Osasuna,86,na,0,0,na,2,75,0,Jornada 11,2
8,3,3,17,75,75,0,17,20,2,0,0,8,"50,16%",11,9,Temporada 2001-02,20,11,Mallorca,Tenerife,75,na,0,1,na,2,75,4,Jornada 11,4
4,3,3,22,64,61,3,22,22,1,0,0,4,"45,67%",12,12,Temporada 2001-02,22,5,Málaga,Sevilla,61,na,1,1,na,2,64,4,Jornada 11,4
6,1,1,21,68,71,2,21,16,1,0,0,8,"50,08%",12,11,Temporada 2001-02,16,2,Espanyol,R. Sociedad,71,na,0,0,na,2,68,1,Jornada 11,6
5,1,2,25,75,77,0,25,18,2,0,0,8,"47,87%",14,17,Temporada 2001-02,18,4,R. Madrid,Barcelona,77,na,0,0,na,3,75,2,Jornada 11,3
2,9,2,21,91,91,0,21,17,1,0,0,4,"47,87%",10,10,Temporada 2001-02,17,12,Valladolid,Villarreal,91,na,0,0,na,3,91,1,Jornada 11,2
3,1,6,17,85,88,2,17,24,4,1,0,6,48%,13,8,Temporada 2001-02,24,9,Las Palmas,Celta,88,na,1,1,na,5,85,5,Jornada 11,3
7,4,4,26,67,67,1,26,14,2,0,0,7,"47,34%",20,15,Temporada 2001-02,14,9,Rayo,Deportivo,67,na,0,0,na,1,67,2,Jornada 10,5
6,2,1,15,82,85,0,15,16,4,0,0,7,"47,29%",16,10,Temporada 2001-02,16,6,Osasuna,Mallorca,85,na,0,0,na,4,82,2,Jornada 10,2
6,2,2,23,75,69,1,23,35,1,0,0,10,"47,11%",8,12,Temporada 2001-02,35,6,Sevilla,Valencia,69,na,0,0,na,4,75,7,Jornada 10,2
8,5,2,18,75,76,2,18,20,0,0,0,9,"57,31%",19,16,Temporada 2001-02,20,8,Zaragoza,Málaga,76,na,0,0,na,2,75,0,Jornada 10,2
4,0,10,24,78,75,3,24,8,2,0,0,4,"43,88%",11,13,Temporada 2001-02,8,6,Villarreal,R. Madrid,75,na,1,0,na,0,78,3,Jornada 10,3
6,2,3,16,69,70,1,16,14,0,0,0,13,"53,52%",16,12,Temporada 2001-02,14,6,Tenerife,R. Sociedad,70,na,0,1,na,5,69,5,Jornada 10,8
13,3,4,24,73,77,1,24,9,1,0,0,11,"57,38%",23,18,Temporada 2001-02,9,7,Celta,Valladolid,77,na,0,0,na,3,73,3,Jornada 10,1
3,6,1,24,92,88,0,24,14,1,0,0,6,"53,44%",8,11,Temporada 2001-02,14,9,Alavés,Las Palmas,88,na,0,0,na,2,92,3,Jornada 10,4
7,1,2,16,66,67,1,16,21,1,0,1,9,"45,02%",10,15,Temporada 2001-02,21,9,Athletic,Espanyol,67,na,0,1,na,3,66,3,Jornada 10,7
12,4,2,14,77,80,1,14,23,2,0,0,12,"55,56%",17,7,Temporada 2001-02,23,4,R. Sociedad,Osasuna,80,na,0,0,na,3,77,2,Jornada 9,3
9,2,0,19,69,73,0,19,15,3,0,0,11,"46,87%",14,13,Temporada 2001-02,15,6,Mallorca,Rayo,73,na,0,0,na,1,69,1,Jornada 9,6
6,2,5,13,63,69,0,13,24,1,0,0,14,"59,35%",18,5,Temporada 2001-02,24,6,Deportivo,Sevilla,69,na,0,0,na,4,63,2,Jornada 9,3
7,5,2,21,72,84,0,21,17,2,0,0,16,"57,73%",21,6,Temporada 2001-02,17,6,Valencia,Zaragoza,84,na,0,0,na,2,72,0,Jornada 9,5
7,6,5,10,86,88,1,10,23,1,0,0,12,"52,03%",18,13,Temporada 2001-02,23,5,Betis,Villarreal,88,na,0,0,na,4,86,0,Jornada 9,9
4,5,3,18,87,91,1,18,16,1,0,0,5,"53,33%",17,13,Temporada 2001-02,16,8,R. Madrid,Celta,91,na,0,0,na,4,87,4,Jornada 9,5
5,3,6,20,81,84,3,20,22,1,0,0,9,"54,45%",17,13,Temporada 2001-02,22,10,Valladolid,Alavés,84,na,0,1,na,2,81,2,Jornada 9,5
9,2,2,17,69,70,1,17,22,1,0,0,12,"57,68%",16,10,Temporada 2001-02,22,3,Las Palmas,Athletic,70,na,0,0,na,4,69,3,Jornada 9,3
7,4,3,22,82,79,1,22,19,2,0,0,6,"42,84%",17,17,Temporada 2001-02,19,9,Rayo,R. Sociedad,79,na,0,0,na,0,82,1,Jornada 8,7
3,4,2,19,64,68,2,19,18,2,0,0,14,"43,33%",17,10,Temporada 2001-02,18,4,Sevilla,Mallorca,68,na,1,1,na,4,64,2,Jornada 8,5
5,6,5,16,74,77,2,16,10,1,0,0,10,"54,92%",24,13,Temporada 2001-02,10,6,Zaragoza,Deportivo,77,na,0,0,na,5,74,2,Jornada 8,5
4,1,2,14,72,72,2,14,24,0,0,0,6,"55,99%",13,9,Temporada 2001-02,24,3,Osasuna,Tenerife,72,na,0,0,na,3,72,1,Jornada 8,1
6,6,1,25,63,62,4,25,17,1,0,0,12,"50,27%",14,12,Temporada 2001-02,17,4,Athletic,Valladolid,62,na,0,0,na,3,63,5,Jornada 8,5
3,3,1,24,72,75,0,24,12,0,0,0,9,"46,86%",9,8,Temporada 2001-02,12,9,Alavés,R. Madrid,75,na,0,0,na,1,72,5,Jornada 8,4
7,6,6,18,84,84,0,18,21,2,0,0,6,"57,04%",11,10,Temporada 2001-02,21,4,Las Palmas,Espanyol,84,na,0,1,na,6,84,4,Jornada 8,3
5,6,2,22,80,86,1,22,11,3,0,0,8,"51,18%",18,13,Temporada 2001-02,11,4,Tenerife,Rayo,86,na,0,0,na,3,80,2,Jornada 7,3
6,5,3,14,74,76,1,14,21,0,0,0,7,"60,16%",13,7,Temporada 2001-02,21,3,Mallorca,Zaragoza,76,na,0,0,na,2,74,2,Jornada 7,1
4,4,0,16,66,63,3,16,17,3,1,0,8,"44,41%",15,20,Temporada 2001-02,17,7,R. Sociedad,Sevilla,63,na,1,0,na,3,66,5,Jornada 7,1
3,3,5,17,76,82,1,17,18,2,0,0,7,"47,16%",12,7,Temporada 2001-02,18,4,Deportivo,Barcelona,82,na,0,0,na,2,76,0,Jornada 7,5
4,1,5,27,78,77,1,27,18,1,0,0,7,"43,93%",5,7,Temporada 2001-02,18,3,Espanyol,Osasuna,77,na,1,0,na,0,78,3,Jornada 7,5
5,1,4,26,79,76,2,26,23,2,0,0,5,"44,18%",11,11,Temporada 2001-02,23,7,Málaga,Celta,76,na,0,0,na,5,79,3,Jornada 7,2
6,4,5,21,84,83,0,21,20,1,0,0,5,"53,54%",9,13,Temporada 2001-02,20,8,Betis,Alavés,83,na,0,1,na,7,84,3,Jornada 7,5
5,2,3,24,58,68,0,24,16,2,0,0,7,"49,77%",16,7,Temporada 2001-02,16,8,R. Madrid,Athletic,68,na,0,0,na,3,58,2,Jornada 7,4
6,5,2,15,80,79,0,15,11,1,0,0,3,"52,98%",11,15,Temporada 2001-02,11,8,Valladolid,Las Palmas,79,na,0,1,na,2,80,1,Jornada 7,8
2,1,9,21,78,81,1,21,20,1,0,0,7,"42,66%",11,9,Temporada 2001-02,20,12,Villarreal,Deportivo,81,na,0,0,na,4,78,4,Jornada 6,6
8,2,3,22,73,78,1,22,19,1,0,0,8,"56,45%",11,11,Temporada 2001-02,19,5,Celta,Valencia,78,na,0,0,na,6,73,3,Jornada 6,8
8,5,1,22,75,72,0,22,18,1,0,0,9,"50,64%",13,16,Temporada 2001-02,18,8,Alavés,Málaga,72,na,0,1,na,3,75,3,Jornada 6,3
3,3,2,20,66,62,0,20,28,0,0,0,4,"59,91%",4,11,Temporada 2001-02,28,4,Athletic,Betis,62,na,0,0,na,2,66,3,Jornada 6,4
5,3,4,12,64,69,0,12,15,3,0,0,10,"55,3%",24,10,Temporada 2001-02,15,10,Barcelona,Mallorca,69,na,0,0,na,2,64,0,Jornada 6,9
6,3,3,18,77,85,1,18,16,0,0,0,9,"52,82%",20,8,Temporada 2001-02,16,5,Rayo,Osasuna,85,na,0,0,na,1,77,2,Jornada 6,4
8,3,3,14,68,63,1,14,23,0,0,0,7,"58,14%",11,12,Temporada 2001-02,23,10,Valladolid,Espanyol,63,na,0,0,na,4,68,2,Jornada 6,6
11,5,1,20,50,63,0,20,16,2,1,0,10,"54,61%",18,3,Temporada 2001-02,16,3,Sevilla,Tenerife,63,na,0,1,na,4,50,4,Jornada 6,8
8,2,1,20,41,49,2,20,22,3,0,0,6,"56,13%",23,14,Temporada 2001-02,22,7,Zaragoza,R. Sociedad,49,na,0,0,na,5,41,4,Jornada 6,6
3,3,1,18,87,81,0,18,15,0,0,0,6,"45,75%",6,15,Temporada 2001-02,15,11,Las Palmas,Betis,81,na,0,0,na,3,87,1,Jornada 24,12
3,3,4,13,63,76,0,13,19,1,0,0,11,"50,66%",19,4,Temporada 2001-02,19,2,Espanyol,Valladolid,76,na,0,0,na,3,63,2,Jornada 25,5
9,1,7,23,62,72,1,23,20,2,0,0,8,"47,67%",14,7,Temporada 2001-02,20,5,Espanyol,R. Madrid,72,na,0,0,na,1,62,4,Jornada 23,5
4,1,5,20,79,84,1,20,26,1,0,0,10,"54,82%",14,6,Temporada 2001-02,26,7,Las Palmas,Valladolid,84,na,0,0,na,1,79,4,Jornada 26,6
1,3,1,20,69,73,1,20,18,3,0,0,1,"54,73%",14,9,Temporada 2001-02,18,5,Athletic,Las Palmas,73,na,1,0,na,1,69,2,Jornada 28,3
7,3,5,19,75,76,0,19,18,2,0,0,8,"51,46%",14,14,Temporada 2001-02,18,11,Valladolid,Athletic,76,na,0,0,na,3,75,2,Jornada 27,3
4,4,3,23,66,67,1,23,22,1,0,0,10,"57,37%",14,14,Temporada 2001-02,22,8,Zaragoza,Betis,67,na,0,0,na,2,66,2,Jornada 30,5
5,1,3,18,76,81,0,18,22,2,0,0,11,"46,35%",15,5,Temporada 2001-02,22,5,Espanyol,Athletic,81,na,0,1,na,4,76,1,Jornada 29,4
7,7,2,16,72,71,2,16,16,5,0,0,5,"52,28%",14,17,Temporada 2001-02,16,10,Villarreal,Athletic,71,na,2,0,na,4,72,1,Jornada 32,6
8,6,5,18,74,76,1,18,20,1,0,0,11,"54,99%",18,8,Temporada 2001-02,20,7,Valladolid,Sevilla,76,na,0,1,na,5,74,3,Jornada 33,3
9,2,3,19,61,70,2,19,20,0,0,0,11,"53,8%",27,10,Temporada 2001-02,20,7,Osasuna,Málaga,70,na,2,0,na,5,61,4,Jornada 32,2
7,1,6,11,58,66,0,11,11,3,0,0,11,"49,72%",16,9,Temporada 2001-02,11,8,Betis,R. Sociedad,66,na,0,1,na,2,58,2,Jornada 35,9
7,5,0,24,58,54,2,24,21,3,0,0,6,"56,66%",15,11,Temporada 2001-02,21,9,Osasuna,Las Palmas,54,na,1,0,na,3,58,7,Jornada 36,4
4,5,2,15,76,73,1,15,20,0,0,0,5,"55,99%",13,16,Temporada 2001-02,20,9,Zaragoza,Celta,73,na,0,0,na,3,76,2,Jornada 36,5
1,0,2,21,64,60,2,21,11,4,1,1,4,"47,35%",10,15,Temporada 2001-02,11,12,Rayo,Athletic,60,na,0,1,na,1,64,3,Jornada 36,4
5,1,3,14,59,74,0,14,24,2,1,0,13,"60,04%",20,6,Temporada 2001-02,24,5,Sevilla,Alavés,74,na,0,0,na,2,59,2,Jornada 36,1
4,4,2,20,67,68,3,20,18,2,0,0,9,49%,11,9,Temporada 2001-02,18,6,Tenerife,Athletic,68,na,0,1,na,2,67,2,Jornada 38,4
4,1,3,9,74,61,1,9,14,1,0,0,5,"48,23%",8,21,Temporada 2001-02,14,9,Zaragoza,Barcelona,61,na,0,0,na,2,74,3,Jornada 38,3
9,2,4,17,62,72,0,17,15,2,0,0,16,"49,52%",18,14,Temporada 2001-02,15,11,Valencia,Betis,72,na,1,0,na,0,62,1,Jornada 38,3
11,2,4,22,70,68,3,22,16,0,0,1,9,"51,18%",18,11,Temporada 2001-02,16,6,Betis,Deportivo,68,na,0,0,na,1,70,2,Jornada 37,1
3,3,1,11,66,59,0,11,15,0,0,0,6,"62,86%",15,15,Temporada 2001-02,15,8,R. Madrid,Mallorca,59,na,0,0,na,3,66,3,Jornada 37,3
7,5,3,16,72,76,3,16,16,1,0,0,4,"52,08%",16,10,Temporada 2001-02,16,9,Valladolid,R. Sociedad,76,na,1,0,na,3,72,1,Jornada 37,6
9,0,5,13,64,72,1,13,30,0,0,0,10,"55,28%",20,12,Temporada 2001-02,30,5,Las Palmas,Tenerife,72,na,0,0,na,4,64,5,Jornada 37,4
4,2,6,25,77,68,2,25,23,0,0,0,5,"51,73%",10,19,Temporada 2001-02,23,10,Málaga,Valencia,68,na,0,0,na,2,77,1,Jornada 37,4
10,4,4,17,70,72,0,17,20,1,0,0,15,"45,74%",18,13,Temporada 2000-01,20,7,Numancia,Oviedo,72,na,0,0,na,4,70,1,Jornada 1,7
6,1,6,20,65,76,0,20,21,2,0,0,6,"51,79%",19,12,Temporada 2000-01,21,6,Deportivo,Athletic,76,na,0,1,na,1,65,1,Jornada 1,1
7,2,4,17,74,80,1,17,19,2,0,0,14,"57,45%",18,8,Temporada 2000-01,19,11,Barcelona,Málaga,80,na,0,0,na,2,74,1,Jornada 1,2
7,1,1,22,76,75,1,22,22,2,0,0,8,"52,71%",16,20,Temporada 2000-01,22,6,R. Madrid,Valencia,75,na,1,0,na,6,76,4,Jornada 1,3
3,1,2,28,74,65,1,28,27,1,0,0,4,"44,6%",5,14,Temporada 2000-01,27,5,Mallorca,Valladolid,65,na,0,1,na,6,74,2,Jornada 1,3
8,2,3,14,76,74,2,14,12,2,0,0,8,"50,76%",14,15,Temporada 2000-01,12,3,R. Sociedad,Racing,74,na,1,1,na,1,76,3,Jornada 1,5
6,2,7,13,71,70,3,13,18,0,0,0,2,"49,83%",14,12,Temporada 2000-01,18,6,Las Palmas,Alavés,70,na,0,0,na,1,71,1,Jornada 1,4
4,2,0,24,65,67,2,24,25,1,0,1,6,"53,69%",17,14,Temporada 2000-01,25,9,Zaragoza,Espanyol,67,na,1,0,na,3,65,2,Jornada 1,7
5,0,2,14,95,97,5,14,17,1,0,0,14,"60,49%",19,14,Temporada 2000-01,17,4,Villarreal,Rayo,97,na,1,0,na,4,95,2,Jornada 1,8
11,4,4,22,70,63,2,22,24,1,0,0,12,"56,01%",13,16,Temporada 2001-02,24,11,Celta,Sevilla,63,na,0,0,na,6,70,2,Jornada 37,2
5,5,8,15,82,82,1,15,26,2,0,0,11,"44,02%",17,12,Temporada 2001-02,26,6,Villarreal,Zaragoza,82,na,1,0,na,5,82,3,Jornada 37,2
8,1,6,18,73,71,2,18,20,0,0,0,5,"48,65%",10,13,Temporada 2000-01,20,6,Osasuna,Celta,71,na,0,0,na,1,73,1,Jornada 1,8
9,8,3,20,67,73,0,20,22,2,1,0,12,"58,36%",22,5,Temporada 2001-02,22,3,Barcelona,Espanyol,73,na,0,0,na,6,67,2,Jornada 37,4
11,2,1,11,98,103,1,11,14,2,0,0,15,"51,67%",18,10,Temporada 2001-02,14,3,Mallorca,Valladolid,103,na,0,0,na,0,98,0,Jornada 38,2
6,8,2,20,76,72,1,20,10,1,0,0,9,"56,39%",11,12,Temporada 2001-02,10,5,R. Sociedad,Las Palmas,72,na,1,0,na,2,76,2,Jornada 38,3
6,0,2,26,68,67,2,26,22,1,0,0,17,"57,96%",17,14,Temporada 2001-02,22,5,Espanyol,Málaga,67,na,0,1,na,2,68,2,Jornada 38,1
3,1,1,15,81,71,1,15,12,0,0,0,11,"53,27%",9,19,Temporada 2001-02,12,10,Osasuna,Alavés,71,na,0,0,na,2,81,1,Jornada 38,3
6,3,8,21,69,64,0,21,17,1,0,0,4,"49,76%",13,19,Temporada 2001-02,17,4,Rayo,Celta,64,na,0,0,na,3,69,0,Jornada 38,12
5,5,2,16,72,82,0,16,17,3,0,0,4,"50,17%",19,9,Temporada 2001-02,17,2,Deportivo,R. Madrid,82,na,0,0,na,3,72,1,Jornada 38,2
7,8,4,23,74,83,0,23,22,1,0,0,10,"51,75%",22,6,Temporada 2001-02,22,9,Sevilla,Villarreal,83,na,0,1,na,3,74,3,Jornada 38,2
9,3,6,21,67,75,2,21,23,2,0,0,11,"57,02%",20,8,Temporada 2001-02,23,3,Deportivo,Málaga,75,na,1,0,na,6,67,4,Jornada 36,4
6,4,4,17,72,70,5,17,13,1,0,0,12,"48,35%",17,15,Temporada 2001-02,13,7,Tenerife,Valladolid,70,na,0,0,na,2,72,3,Jornada 36,7
17,1,3,11,72,73,3,11,10,1,0,1,15,"45,69%",14,15,Temporada 2001-02,10,2,Mallorca,Betis,73,na,0,0,na,2,72,4,Jornada 36,10
7,5,2,22,62,70,0,22,16,3,0,0,8,"46,13%",17,8,Temporada 2001-02,16,3,R. Sociedad,R. Madrid,70,na,0,1,na,2,62,2,Jornada 36,3
10,6,5,13,63,68,1,13,26,2,0,1,7,"59,63%",19,8,Temporada 2001-02,26,6,Valencia,Espanyol,68,na,1,0,na,3,63,2,Jornada 36,1
6,4,3,15,60,68,1,15,16,4,0,0,10,"63,76%",19,13,Temporada 2001-02,16,2,Barcelona,Villarreal,68,na,0,0,na,2,60,2,Jornada 36,5
7,3,3,18,59,68,0,18,13,0,0,0,12,"50,52%",22,10,Temporada 2001-02,13,8,Málaga,Mallorca,68,na,0,0,na,4,59,2,Jornada 35,10
8,4,1,24,73,80,0,24,28,1,0,0,7,"54,6%",18,5,Temporada 2001-02,28,7,Valencia,Deportivo,80,na,0,0,na,6,73,3,Jornada 35,2
4,8,4,13,71,66,1,13,22,2,0,0,10,"52,1%",17,12,Temporada 2001-02,22,6,Alavés,Zaragoza,66,na,0,0,na,5,71,4,Jornada 35,4
5,2,2,27,65,64,1,27,27,0,0,0,6,"57,21%",9,11,Temporada 2001-02,27,4,Athletic,Sevilla,64,na,0,0,na,2,65,2,Jornada 35,2
7,2,0,21,76,80,0,21,15,1,0,0,9,"48,27%",13,11,Temporada 2001-02,15,6,Valladolid,Osasuna,80,na,0,0,na,2,76,4,Jornada 35,5
5,3,4,20,67,65,1,20,18,3,0,0,5,"46,41%",8,18,Temporada 2001-02,18,6,Espanyol,Villarreal,65,na,0,0,na,4,67,2,Jornada 35,10
4,6,3,15,72,77,1,15,24,4,1,0,9,"54,75%",17,11,Temporada 2001-02,24,8,R. Madrid,Tenerife,77,na,0,0,na,4,72,3,Jornada 35,7
7,4,5,20,77,79,2,20,28,0,0,0,12,"50,52%",18,16,Temporada 2001-02,28,9,Las Palmas,Rayo,79,na,1,0,na,2,77,3,Jornada 35,8
1,2,2,19,56,60,1,19,18,2,0,0,4,"42,79%",14,16,Temporada 2001-02,18,6,Celta,Barcelona,60,na,0,0,na,3,56,3,Jornada 35,6
5,0,4,25,61,65,0,25,17,2,0,0,6,"44,61%",16,8,Temporada 2001-02,17,12,Espanyol,Celta,65,na,0,0,na,2,61,3,Jornada 33,9
2,3,1,23,73,77,1,23,34,2,0,0,7,"50,31%",8,14,Temporada 2001-02,34,11,Alavés,Villarreal,77,na,0,0,na,3,73,3,Jornada 33,5
5,0,4,20,75,74,0,20,13,0,0,0,4,"47,73%",11,8,Temporada 2001-02,13,3,Betis,Osasuna,74,na,0,0,na,3,75,3,Jornada 33,5
3,6,1,16,59,63,0,16,25,2,0,0,7,"48,49%",12,9,Temporada 2001-02,25,8,Málaga,Tenerife,63,na,0,0,na,5,59,1,Jornada 33,4
4,0,3,20,73,82,0,20,14,4,0,0,7,"54,43%",22,6,Temporada 2001-02,14,6,Valencia,R. Sociedad,82,na,0,0,na,1,73,2,Jornada 33,3
10,1,3,16,63,61,2,16,29,0,0,0,11,"57,84%",16,11,Temporada 2001-02,29,6,Athletic,Barcelona,61,na,0,0,na,3,63,4,Jornada 33,4
4,1,1,18,69,71,1,18,17,3,0,0,4,"50,19%",18,14,Temporada 2001-02,17,6,R. Madrid,Rayo,71,na,0,1,na,1,69,2,Jornada 33,5
5,1,8,14,71,74,1,14,22,1,0,0,11,"51,13%",10,11,Temporada 2001-02,22,8,Las Palmas,Zaragoza,74,na,0,2,na,4,71,2,Jornada 33,2
9,6,0,14,59,63,0,14,15,5,0,0,7,"57,58%",13,9,Temporada 2001-02,15,5,Deportivo,Mallorca,63,na,0,0,na,1,59,0,Jornada 33,5
4,3,4,25,70,74,0,25,21,1,0,0,12,"50,78%",13,13,Temporada 2001-02,21,9,Rayo,Valladolid,74,na,0,0,na,1,70,1,Jornada 34,8
4,1,3,21,65,64,1,21,22,2,0,0,10,"48,43%",15,17,Temporada 2001-02,22,10,Villarreal,Celta,64,na,1,1,na,3,65,4,Jornada 34,3
10,2,1,19,54,60,1,19,24,2,0,0,14,"51,04%",17,14,Temporada 2001-02,24,6,R. Sociedad,Málaga,60,na,0,0,na,4,54,3,Jornada 34,3
5,3,5,16,62,67,1,16,15,2,0,0,8,"48,75%",20,13,Temporada 2001-02,15,12,Tenerife,Betis,67,na,0,0,na,3,62,4,Jornada 34,9
6,8,1,26,67,59,1,26,24,3,1,0,2,"45,64%",9,13,Temporada 2001-02,24,7,Osasuna,R. Madrid,59,na,0,0,na,4,67,3,Jornada 34,4
6,6,0,25,77,70,1,25,23,3,1,0,7,"51,3%",14,21,Temporada 2001-02,23,10,Deportivo,Espanyol,70,na,0,0,na,3,77,2,Jornada 34,4
10,3,4,21,59,61,1,21,25,1,0,0,8,"52,11%",11,12,Temporada 2001-02,25,7,Sevilla,Las Palmas,61,na,0,0,na,3,59,3,Jornada 34,5
