
corners1,fuerasDeJuego2,fuerasDeJuego1,faltasCometidas1,balonesRecuperados2,balonesPerdidos2,result2,faltasSancionadas2,faltasSancionadas1,result1,targetasRojas2,targetasRojas1,intervencionesPortero2,posesion1,rematesPuerta1,rematesPuerta2,season,faltasCometidas2,intervencionesPortero1,team1,team2,balonesRecuperados1,rematesEntreTresPalos2,penalties2,penalties1,rematesEntreTresPalos1,targetasAmarilas2,balonesPerdidos1,targetasAmarilas1,day,corners2
7,1,0,17,66,97,1,17,16,2,0,0,12,,24,8,Temporada 2010-11,16,3,Zaragoza,R. Sociedad,69,2,0,0,9,1,88,3,Jornada 17,6
6,2,5,17,73,96,1,17,14,2,0,1,12,,12,15,Temporada 2010-11,14,4,Valencia,Espanyol,67,3,0,0,8,3,98,2,Jornada 17,4
7,0,0,17,59,88,0,17,22,1,0,0,8,,13,7,Temporada 2010-11,22,6,Sevilla,Osasuna,67,3,0,0,5,5,86,1,Jornada 17,6
10,4,3,15,58,91,1,15,13,2,0,0,9,,20,4,Temporada 2010-11,13,2,Barcelona,Levante,73,3,0,0,10,2,88,4,Jornada 17,3
2,2,5,15,81,103,2,15,16,1,0,0,10,,13,6,Temporada 2010-11,16,5,Sporting,Málaga,83,5,0,0,6,3,101,5,Jornada 17,3
3,1,1,20,70,86,3,20,19,0,0,0,6,,12,11,Temporada 2010-11,19,6,Málaga,Atlético,65,6,0,0,3,2,88,2,Jornada 16,3
9,0,0,15,60,84,3,15,12,2,0,0,7,,14,24,Temporada 2010-11,12,7,Almería,Getafe,66,10,0,0,5,4,83,3,Jornada 16,9
9,3,5,11,74,96,0,11,18,0,0,0,14,,12,10,Temporada 2010-11,18,5,Osasuna,Zaragoza,71,3,0,0,6,2,98,2,Jornada 16,5
6,3,0,10,64,83,2,10,10,1,0,0,2,,12,15,Temporada 2010-11,10,9,R. Sociedad,Valencia,67,5,0,0,3,4,88,3,Jornada 16,7
,5,8,19,64,72,5,19,15,1,0,0,5,,7,18,Temporada 2010-11,15,7,Espanyol,Barcelona,48,11,0,0,5,3,87,5,Jornada 16,
10,4,5,16,56,96,2,16,19,1,0,0,3,,15,9,Temporada 2010-11,19,6,Levante,Athletic,75,6,0,0,2,4,89,2,Jornada 16,5
3,1,2,10,79,98,1,10,11,1,0,0,8,,12,9,Temporada 2010-11,11,6,Deportivo,Sporting,70,3,0,0,7,2,97,4,Jornada 16,9
1,4,6,8,70,96,1,8,24,3,0,0,6,,13,7,Temporada 2010-11,24,6,Villarreal,Mallorca,78,3,0,0,7,5,91,1,Jornada 16,5
10,2,6,9,58,84,0,9,9,5,0,0,3,,21,2,Temporada 2010-11,9,1,Barcelona,R. Sociedad,59,0,0,0,8,0,70,1,Jornada 15,2
4,2,4,13,84,102,3,13,13,1,0,0,2,,6,20,Temporada 2010-11,13,9,Zaragoza,R. Madrid,78,7,0,0,3,4,105,3,Jornada 15,6
6,4,2,10,62,89,1,10,21,4,0,0,5,,19,8,Temporada 2010-11,21,5,Hércules,Málaga,61,5,0,0,8,4,79,6,Jornada 15,2
6,3,3,9,73,100,1,9,13,0,0,0,9,,13,10,Temporada 2010-11,13,4,Mallorca,Racing,78,3,0,0,4,0,94,1,Jornada 15,4
4,4,3,20,72,99,1,20,12,2,0,0,12,,15,11,Temporada 2010-11,12,6,Athletic,Espanyol,68,6,0,0,7,4,92,3,Jornada 15,7
9,0,3,20,53,85,1,20,14,1,0,0,8,,15,4,Temporada 2010-11,14,5,Sporting,Levante,71,1,0,0,5,4,79,2,Jornada 15,3
11,2,0,9,68,101,0,9,11,2,0,0,6,,20,5,Temporada 2010-11,11,1,Atlético,Deportivo,78,0,0,0,7,3,91,1,Jornada 15,6
9,0,7,20,69,85,3,20,20,1,0,0,7,,18,15,Temporada 2010-11,20,8,Sevilla,Almería,53,8,0,0,9,3,90,4,Jornada 15,6
1,4,3,21,67,83,0,21,18,1,0,1,5,,8,14,Temporada 2010-11,18,9,Getafe,Villarreal,70,7,0,0,3,1,85,5,Jornada 15,7
1,1,1,15,80,98,0,15,17,2,0,0,4,,7,21,Temporada 2010-11,17,5,R. Sociedad,Athletic,83,3,0,0,5,1,110,2,Jornada 14,10
8,6,7,16,74,99,0,16,22,1,0,0,6,,11,7,Temporada 2010-11,22,6,Villarreal,Sevilla,67,3,0,0,4,3,100,3,Jornada 14,4
9,4,2,9,82,98,0,9,9,3,0,0,7,,11,17,Temporada 2010-11,9,7,Getafe,Mallorca,71,3,0,0,6,0,101,1,Jornada 14,5
1,4,8,14,66,83,0,14,14,1,0,0,4,,7,13,Temporada 2010-11,14,7,Espanyol,Sporting,59,3,0,0,2,5,94,4,Jornada 14,6
6,0,1,10,68,88,1,10,10,4,0,0,6,,18,11,Temporada 2010-11,10,4,Málaga,Racing,73,5,0,0,6,0,81,1,Jornada 14,4
6,1,1,9,81,111,1,9,9,1,0,0,4,,15,17,Temporada 2010-11,9,8,Almería,Zaragoza,80,6,0,0,5,0,109,2,Jornada 14,6
11,4,1,22,63,88,0,22,22,2,0,0,13,,19,15,Temporada 2010-11,22,9,R. Madrid,Valencia,71,4,0,0,12,6,85,3,Jornada 14,8
2,6,4,21,75,95,3,21,7,0,0,0,3,,4,15,Temporada 2010-11,7,5,Osasuna,Barcelona,73,9,0,0,2,0,99,3,Jornada 14,4
4,6,1,20,76,102,0,20,14,2,0,0,10,,19,12,Temporada 2010-11,14,6,Levante,Atlético,83,4,0,0,8,5,103,5,Jornada 14,4
8,1,3,24,75,101,1,24,12,2,0,0,8,,11,10,Temporada 2010-11,12,6,Valencia,Almería,83,4,0,0,6,3,104,2,Jornada 13,7
4,0,2,12,85,107,0,12,16,1,0,0,10,,13,11,Temporada 2010-11,16,12,Athletic,Osasuna,82,5,0,0,4,2,101,3,Jornada 13,10
5,2,4,29,46,74,3,29,24,1,0,0,11,,8,11,Temporada 2010-11,24,3,Sporting,R. Sociedad,46,5,0,0,3,3,76,5,Jornada 13,5
2,2,2,14,73,91,0,14,13,2,0,0,5,,12,14,Temporada 2010-11,13,10,Mallorca,Málaga,64,7,0,0,6,1,93,3,Jornada 13,5
4,4,0,16,65,95,1,16,16,3,0,0,11,,18,9,Temporada 2010-11,16,6,Hércules,Levante,73,6,0,0,10,4,90,2,Jornada 13,4
7,6,2,10,71,117,0,10,11,1,0,0,11,,11,4,Temporada 2010-11,11,4,Racing,Deportivo,95,1,0,0,7,1,97,1,Jornada 13,2
8,5,6,18,77,108,3,18,23,2,0,0,13,,23,14,Temporada 2010-11,23,4,Atlético,Espanyol,75,6,0,0,10,6,99,3,Jornada 13,5
11,6,3,15,65,91,3,15,18,1,0,0,10,,17,13,Temporada 2010-11,18,8,Sevilla,Getafe,72,7,0,0,7,1,89,3,Jornada 13,5
4,5,0,15,67,95,3,15,8,0,0,0,6,,13,14,Temporada 2010-11,8,4,Zaragoza,Villarreal,79,6,0,0,4,2,94,6,Jornada 13,1
3,3,0,20,69,88,4,20,15,2,0,0,4,,10,23,Temporada 2010-11,15,6,R. Sociedad,Atlético,68,8,0,0,4,2,96,3,Jornada 12,8
,4,2,22,65,84,1,22,17,3,1,0,8,,18,15,Temporada 2010-11,17,5,Levante,Racing,60,4,0,0,10,3,84,2,Jornada 12,
,3,1,8,103,119,2,8,12,1,0,0,8,,11,17,Temporada 2010-11,12,8,Sevilla,Mallorca,92,8,0,0,2,1,125,2,Jornada 12,
1,5,8,23,57,93,0,23,17,3,1,0,3,,7,12,Temporada 2010-11,17,8,Espanyol,Hércules,64,5,0,0,5,1,83,2,Jornada 12,6
6,3,1,22,69,105,0,22,20,1,0,0,2,,13,9,Temporada 2010-11,20,4,Osasuna,Sporting,73,2,0,0,3,2,95,4,Jornada 12,5
7,4,2,18,70,92,0,18,10,3,0,0,3,,8,13,Temporada 2010-11,10,7,Deportivo,Málaga,71,4,0,0,3,2,98,3,Jornada 12,11
6,3,6,10,64,95,1,10,13,5,0,0,2,,16,14,Temporada 2010-11,13,10,R. Madrid,Athletic,68,7,0,0,6,2,82,2,Jornada 12,4
5,3,1,10,54,63,8,10,7,0,0,0,2,,9,19,Temporada 2010-11,7,7,Almería,Barcelona,49,14,0,0,2,1,67,2,Jornada 12,5
1,2,2,9,81,108,1,9,27,1,0,0,10,,18,8,Temporada 2010-11,27,3,Villarreal,Valencia,80,2,0,0,7,7,100,3,Jornada 12,4
2,7,4,18,68,99,1,18,7,0,0,1,4,,9,12,Temporada 2010-11,7,6,Sporting,R. Madrid,73,6,0,0,3,2,93,5,Jornada 11,8
8,2,1,9,71,91,0,9,13,0,0,0,9,,13,8,Temporada 2010-11,13,7,Mallorca,Deportivo,66,4,0,0,6,1,88,2,Jornada 11,1
5,1,2,15,71,97,0,15,15,1,0,0,12,,10,12,Temporada 2010-11,15,4,Málaga,Levante,70,3,0,0,6,5,95,3,Jornada 11,8
5,5,7,22,86,120,0,22,11,0,0,0,6,,10,8,Temporada 2010-11,11,6,Racing,Espanyol,92,3,0,0,4,3,117,2,Jornada 11,5
5,1,3,19,64,90,1,19,12,2,0,0,6,,14,18,Temporada 2010-11,12,4,Hércules,R. Sociedad,61,2,0,0,5,2,86,1,Jornada 11,7
6,1,1,20,66,95,2,20,25,1,1,0,4,,14,3,Temporada 2010-11,25,6,Zaragoza,Sevilla,66,2,0,0,2,4,88,5,Jornada 11,3
4,5,2,22,73,97,1,22,19,3,0,0,3,,15,9,Temporada 2010-11,19,1,Barcelona,Villarreal,79,2,0,0,4,3,92,2,Jornada 11,4
8,3,2,10,70,92,0,10,16,3,0,0,9,,24,14,Temporada 2010-11,16,5,Atlético,Osasuna,78,4,0,0,9,4,91,1,Jornada 11,3
8,1,5,18,48,78,0,18,14,1,0,1,8,,13,7,Temporada 2010-11,14,6,Athletic,Almería,55,3,0,0,4,3,81,4,Jornada 11,3
3,4,1,13,60,90,0,13,14,2,0,0,12,,22,18,Temporada 2010-11,14,5,R. Madrid,Atlético,73,4,0,0,14,2,82,2,Jornada 10,6
6,3,5,10,72,88,3,10,8,1,0,0,6,,12,14,Temporada 2010-11,8,7,Getafe,Barcelona,67,8,0,0,4,3,95,5,Jornada 10,2
4,2,4,18,62,96,0,18,15,3,0,0,4,,16,8,Temporada 2010-11,15,6,Osasuna,Hércules,66,2,0,0,7,4,82,1,Jornada 10,3
6,3,0,15,69,86,1,15,12,1,0,0,4,,9,13,Temporada 2010-11,12,4,Almería,Sporting,60,4,0,0,3,2,91,5,Jornada 10,5
7,3,4,13,67,109,1,13,27,4,0,0,6,,23,5,Temporada 2010-11,27,8,Villarreal,Athletic,78,4,0,0,10,5,95,4,Jornada 10,3
10,3,4,10,69,105,2,10,19,3,0,0,5,,21,8,Temporada 2010-11,19,4,Zaragoza,Mallorca,78,4,0,0,4,6,96,4,Jornada 10,3
11,4,1,14,73,103,2,14,9,1,0,0,5,,10,11,Temporada 2010-11,9,5,Levante,Deportivo,73,6,0,0,2,2,103,2,Jornada 10,5
6,3,3,20,80,114,0,20,18,1,0,0,7,,15,10,Temporada 2010-11,18,9,Espanyol,Málaga,85,4,0,0,6,3,106,2,Jornada 10,3
5,5,0,15,77,116,0,15,18,1,0,0,5,,11,13,Temporada 2010-11,18,9,R. Sociedad,Racing,98,3,0,0,4,6,104,1,Jornada 10,5
6,4,2,16,74,100,2,16,15,2,0,0,4,,14,13,Temporada 2010-11,15,8,Getafe,Athletic,74,6,0,0,3,2,101,4,Jornada 28,4
2,2,7,21,70,87,3,21,8,1,0,0,6,,5,21,Temporada 2010-11,8,8,Racing,R. Madrid,66,9,0,0,4,2,96,2,Jornada 27,4
,1,2,8,81,111,1,8,9,2,0,0,5,,14,5,Temporada 2010-11,9,4,Deportivo,R. Sociedad,79,2,0,0,4,1,106,2,Jornada 27,
8,2,1,8,97,112,3,8,10,1,0,0,10,,18,14,Temporada 2010-11,10,9,Almería,Athletic,98,7,0,0,6,1,108,1,Jornada 30,7
4,1,3,11,93,105,0,11,22,1,0,0,8,,11,16,Temporada 2010-11,22,9,Villarreal,Zaragoza,81,7,0,0,7,6,113,2,Jornada 32,3
2,9,3,23,72,111,1,23,12,2,0,0,6,,11,14,Temporada 2010-11,12,9,Zaragoza,Getafe,87,4,0,0,7,3,104,2,Jornada 31,9
7,1,0,15,75,107,0,15,19,1,0,1,9,,21,7,Temporada 2010-11,19,7,Zaragoza,Almería,82,2,0,0,13,4,105,2,Jornada 33,11
2,1,0,11,85,110,3,11,15,1,0,0,10,,20,11,Temporada 2010-11,15,1,Zaragoza,Osasuna,80,3,0,0,8,1,112,1,Jornada 35,3
9,5,7,16,65,83,1,16,8,0,0,0,3,,9,17,Temporada 2010-11,8,5,Deportivo,Atlético,60,6,0,0,3,4,87,3,Jornada 34,5
6,4,0,11,70,107,2,11,13,3,0,0,11,,17,8,Temporada 2010-11,13,1,Osasuna,Sevilla,73,3,0,0,8,5,97,3,Jornada 36,3
3,3,1,10,74,107,0,10,16,1,0,0,10,,21,7,Temporada 2010-11,16,10,Zaragoza,Espanyol,73,5,0,0,7,0,96,2,Jornada 37,8
7,5,2,7,53,83,3,7,14,2,0,0,7,,15,5,Temporada 2010-11,14,2,Espanyol,Sevilla,69,4,0,0,6,1,73,0,Jornada 38,1
9,2,5,10,69,74,0,10,12,3,0,0,10,,19,9,Temporada 2009-10,12,6,Barcelona,Sporting,74,,0,0,,2,69,0,Jornada 1,7
7,1,2,13,72,70,1,13,17,0,0,1,11,,18,14,Temporada 2009-10,17,9,Xerez,Athletic,70,,0,0,,3,72,4,Jornada 2,3
8,3,5,20,67,84,2,20,11,2,0,0,8,,25,7,Temporada 2009-10,11,8,Valencia,Sporting,84,,0,0,,4,67,4,Jornada 3,1
4,0,5,24,74,75,0,24,21,2,0,0,3,,10,8,Temporada 2009-10,21,6,Sevilla,Mallorca,75,,0,0,,1,74,1,Jornada 4,5
4,5,2,5,76,78,1,5,15,3,0,0,6,,15,9,Temporada 2009-10,15,12,Getafe,Valencia,78,,0,0,,4,76,2,Jornada 4,10
5,1,6,13,77,77,1,13,19,1,0,0,5,,16,11,Temporada 2009-10,19,4,Sporting,Zaragoza,77,,0,0,,2,77,2,Jornada 4,8
8,2,2,23,65,78,0,23,20,1,0,0,7,,22,5,Temporada 2009-10,20,9,Tenerife,Athletic,78,,0,0,,6,65,3,Jornada 4,2
11,4,1,13,70,67,1,13,13,2,0,0,7,,10,15,Temporada 2009-10,13,11,Espanyol,Málaga,67,,0,0,,4,70,2,Jornada 4,7
7,2,8,24,68,75,2,24,11,2,0,0,8,,23,12,Temporada 2009-10,11,11,Atlético,Almería,75,,0,0,,3,68,3,Jornada 4,7
4,2,3,24,79,80,2,24,15,1,0,1,3,,8,9,Temporada 2009-10,15,2,Valladolid,Osasuna,80,,0,0,,4,79,4,Jornada 4,3
5,2,6,10,66,65,3,10,14,0,0,0,4,,12,16,Temporada 2009-10,14,5,Xerez,Deportivo,65,,0,0,,1,66,1,Jornada 4,9
4,0,2,22,87,86,2,22,21,0,0,0,9,,12,18,Temporada 2009-10,21,4,Villarreal,R. Madrid,86,,0,0,,3,87,4,Jornada 4,5
2,3,3,10,73,63,4,10,9,1,0,0,1,,4,20,Temporada 2009-10,9,2,Racing,Barcelona,63,,0,0,,1,73,4,Jornada 4,3
7,5,2,14,69,75,0,14,11,5,0,0,12,,21,10,Temporada 2009-10,11,8,R. Madrid,Xerez,75,,0,0,,0,69,0,Jornada 3,7
8,2,2,21,68,74,2,21,18,3,0,0,15,,18,11,Temporada 2009-10,18,8,Athletic,Villarreal,74,,0,0,,5,68,2,Jornada 3,3
4,2,2,21,73,63,0,21,13,1,0,0,5,,11,23,Temporada 2009-10,13,11,Almería,Getafe,63,,0,0,,3,73,3,Jornada 3,12
11,1,2,14,81,88,2,14,16,1,0,0,8,,18,9,Temporada 2009-10,16,3,Zaragoza,Valladolid,88,,0,0,,2,81,0,Jornada 3,2
7,7,2,8,75,71,2,8,16,5,0,0,2,,9,13,Temporada 2009-10,16,3,Barcelona,Atlético,71,,0,0,,3,75,1,Jornada 3,8
3,4,2,22,61,66,0,22,17,1,0,0,7,,12,13,Temporada 2009-10,17,14,Deportivo,Villarreal,66,,0,0,,3,61,1,Jornada 5,9
5,5,0,15,74,77,0,15,9,3,1,0,9,,19,13,Temporada 2009-10,9,11,Zaragoza,Getafe,77,,0,0,,2,74,2,Jornada 5,3
7,5,5,14,81,83,2,14,19,2,0,0,10,,15,12,Temporada 2009-10,19,6,Almería,Racing,83,,0,0,,2,81,3,Jornada 5,4
9,3,1,16,76,81,0,16,19,3,0,0,9,,13,6,Temporada 2009-10,19,5,Mallorca,Valladolid,81,,0,0,,0,76,0,Jornada 5,5
10,0,4,13,75,85,0,13,10,0,0,0,14,,18,4,Temporada 2009-10,10,6,Espanyol,Xerez,85,,0,0,,1,75,1,Jornada 5,2
5,1,1,14,76,80,0,14,18,1,0,0,7,,13,9,Temporada 2009-10,18,2,Osasuna,Sporting,80,,0,0,,3,76,1,Jornada 5,1
13,4,3,16,74,74,2,16,10,2,0,0,11,,14,15,Temporada 2009-10,10,4,Valencia,Atlético,74,,0,0,,1,74,2,Jornada 5,5
3,5,4,18,87,81,2,18,19,0,1,1,2,,3,10,Temporada 2009-10,19,8,Málaga,Barcelona,81,,0,0,,2,87,4,Jornada 5,1
4,2,0,22,63,57,4,22,13,0,0,0,10,,12,18,Temporada 2009-10,13,7,Athletic,Sevilla,57,,0,0,,1,63,4,Jornada 5,3
5,0,1,15,78,72,0,15,23,3,0,0,5,,18,18,Temporada 2009-10,23,11,R. Madrid,Tenerife,72,,0,0,,6,78,1,Jornada 5,8
9,4,3,13,74,76,2,13,18,0,0,1,13,,11,11,Temporada 2009-10,18,3,Osasuna,Sevilla,76,,0,0,,4,74,5,Jornada 3,9
3,2,3,19,70,78,0,19,14,4,1,0,9,,15,10,Temporada 2009-10,14,6,Mallorca,Tenerife,78,,0,0,,4,70,1,Jornada 3,5
4,4,4,13,75,75,3,13,17,2,0,0,7,,9,11,Temporada 2009-10,17,4,Deportivo,Espanyol,75,,0,0,,3,75,1,Jornada 3,5
2,6,4,10,79,79,4,10,15,2,0,0,12,,14,15,Temporada 2009-10,15,4,Valladolid,Valencia,79,,0,0,,2,79,1,Jornada 2,3
2,3,2,20,87,93,0,20,19,1,0,0,4,,16,7,Temporada 2009-10,19,4,Sporting,Almería,93,,0,0,,4,87,3,Jornada 2,4
5,6,2,14,63,69,1,14,16,2,1,0,7,,17,7,Temporada 2009-10,16,6,Tenerife,Osasuna,69,,0,0,,5,63,1,Jornada 2,6
4,2,5,17,66,72,0,17,12,1,0,0,7,,18,9,Temporada 2009-10,12,5,Deportivo,Málaga,72,,0,0,,4,66,2,Jornada 2,4
5,0,2,24,68,76,1,24,20,4,0,0,4,,17,9,Temporada 2009-10,20,8,Sevilla,Zaragoza,76,,0,0,,3,68,3,Jornada 2,2
5,4,1,15,80,80,1,15,24,1,0,0,10,,17,10,Temporada 2009-10,24,8,Villarreal,Mallorca,80,,0,0,,2,80,1,Jornada 2,3
4,2,4,16,78,78,3,16,17,0,0,0,9,,12,18,Temporada 2009-10,17,11,Espanyol,R. Madrid,78,,0,0,,2,78,2,Jornada 2,6
2,1,2,17,77,73,2,17,19,0,0,0,5,,18,14,Temporada 2009-10,19,9,Getafe,Barcelona,73,,0,0,,1,77,3,Jornada 2,5
7,1,5,13,81,91,1,13,21,1,1,0,9,,23,10,Temporada 2009-10,21,3,Atlético,Racing,91,,0,0,,2,81,1,Jornada 2,2
12,4,0,9,73,82,0,9,10,0,1,0,15,,19,7,Temporada 2009-10,10,3,Almería,Valladolid,82,,0,0,,3,73,2,Jornada 1,2
6,2,4,13,69,75,0,13,18,1,0,0,10,,18,8,Temporada 2009-10,18,5,Athletic,Espanyol,75,,0,0,,7,69,2,Jornada 1,3
4,3,1,18,80,78,1,18,13,1,0,0,7,,9,11,Temporada 2009-10,13,8,Osasuna,Villarreal,78,,0,0,,2,80,2,Jornada 1,14
4,3,0,18,75,78,4,18,11,1,0,0,4,,12,15,Temporada 2009-10,11,4,Racing,Getafe,78,,0,0,,3,75,2,Jornada 1,4
6,0,0,14,67,67,0,14,13,2,0,0,11,,9,8,Temporada 2009-10,13,6,Mallorca,Xerez,67,,0,0,,5,67,3,Jornada 1,6
4,6,1,20,71,61,0,20,12,3,1,0,2,,7,20,Temporada 2009-10,12,6,Málaga,Atlético,61,,0,0,,3,71,4,Jornada 1,5
7,2,1,16,66,71,0,16,20,1,0,0,10,,17,17,Temporada 2009-10,20,3,Zaragoza,Tenerife,71,,0,0,,5,66,1,Jornada 1,8
10,2,2,16,61,69,2,16,11,3,0,0,11,,28,8,Temporada 2009-10,11,7,R. Madrid,Deportivo,69,,0,0,,1,61,2,Jornada 1,3
6,2,1,9,55,80,3,9,8,1,0,0,6,,12,18,Temporada 2010-11,8,4,Málaga,Barcelona,63,8,0,0,4,2,81,3,Jornada 38,8
11,0,5,6,67,95,2,6,22,0,0,0,13,,28,12,Temporada 2010-11,22,4,Deportivo,Valencia,66,6,0,0,8,1,83,1,Jornada 38,3
9,7,0,17,70,95,4,17,7,3,0,0,17,,23,11,Temporada 2010-11,7,3,Mallorca,Atlético,80,6,0,0,16,3,92,1,Jornada 38,3
2,0,7,19,68,79,2,19,18,1,0,0,4,,3,20,Temporada 2010-11,18,13,Levante,Zaragoza,56,11,0,0,2,4,87,5,Jornada 38,10
4,2,3,8,73,97,1,8,12,1,0,0,11,,12,8,Temporada 2010-11,12,1,R. Sociedad,Getafe,83,1,0,0,7,1,91,0,Jornada 38,3
11,6,2,21,48,79,0,21,10,1,0,0,7,,14,4,Temporada 2010-11,10,3,Osasuna,Villarreal,59,3,0,0,6,2,71,1,Jornada 38,3
14,1,0,11,47,79,1,11,10,8,0,0,5,,26,6,Temporada 2010-11,10,2,R. Madrid,Almería,64,2,0,0,13,1,61,1,Jornada 38,7
9,3,1,10,70,104,0,10,9,0,0,0,5,,16,9,Temporada 2010-11,9,5,Hércules,Sporting,80,2,0,0,4,0,94,1,Jornada 38,3
15,1,4,10,73,103,1,10,4,2,0,0,23,,31,3,Temporada 2010-11,4,1,Sporting,Racing,83,2,0,0,17,0,87,0,Jornada 37,2
6,0,0,13,70,88,1,13,12,1,0,0,7,,18,7,Temporada 2010-11,12,4,Athletic,Málaga,67,3,0,0,7,4,87,2,Jornada 37,6
,1,0,11,49,76,0,11,13,0,0,0,4,,9,7,Temporada 2010-11,13,4,Barcelona,Deportivo,58,4,0,0,2,2,71,0,Jornada 37,
5,5,2,18,51,84,0,18,5,0,1,0,12,,17,5,Temporada 2010-11,5,6,Valencia,Levante,63,2,0,0,6,2,74,2,Jornada 37,2
8,5,2,11,55,92,1,11,8,2,0,0,7,,19,7,Temporada 2010-11,8,4,Atlético,Hércules,66,3,0,0,8,3,76,1,Jornada 37,9
7,1,4,12,70,95,1,12,18,3,0,0,10,,16,4,Temporada 2010-11,18,2,Sevilla,R. Sociedad,69,2,0,0,11,3,91,3,Jornada 37,4
11,2,2,8,74,103,0,8,13,2,0,0,9,,20,11,Temporada 2010-11,13,8,Getafe,Osasuna,69,5,0,0,5,0,101,0,Jornada 37,8
4,1,9,12,80,100,3,12,17,1,0,0,1,,10,7,Temporada 2010-11,17,4,Villarreal,R. Madrid,75,5,0,0,2,1,98,5,Jornada 37,4
2,1,1,10,78,96,1,10,7,3,0,0,4,,13,13,Temporada 2010-11,7,10,Almería,Mallorca,79,5,0,0,5,1,96,1,Jornada 37,8
7,2,3,7,68,90,2,7,18,2,0,0,7,,19,10,Temporada 2010-11,18,6,Espanyol,Valencia,67,5,0,0,7,3,83,2,Jornada 36,3
2,1,4,10,56,69,1,10,4,1,0,0,1,,8,10,Temporada 2010-11,4,2,Levante,Barcelona,52,4,0,0,2,1,70,1,Jornada 36,3
4,5,4,10,82,104,2,10,15,2,0,0,3,,14,9,Temporada 2010-11,15,6,Hércules,Mallorca,79,3,0,0,3,2,105,2,Jornada 36,2
9,5,2,11,50,76,0,11,5,0,0,0,5,,15,12,Temporada 2010-11,5,7,Almería,Villarreal,63,4,0,0,4,1,76,3,Jornada 36,10
6,1,4,21,90,115,1,21,21,2,0,0,4,,15,10,Temporada 2010-11,21,7,R. Sociedad,Zaragoza,84,4,0,0,4,2,115,4,Jornada 36,1
6,5,4,16,70,95,0,16,17,4,0,0,9,,19,8,Temporada 2010-11,17,2,R. Madrid,Getafe,76,1,0,0,8,2,91,2,Jornada 36,5
4,5,2,24,69,98,1,24,19,2,0,0,4,,14,6,Temporada 2010-11,19,2,Racing,Atlético,79,2,0,0,7,2,93,2,Jornada 36,7
6,5,1,10,74,93,0,10,14,2,0,0,7,,6,13,Temporada 2010-11,14,5,Málaga,Sporting,77,5,0,0,3,1,96,2,Jornada 36,7
5,3,3,6,78,95,1,6,12,2,0,0,3,,11,12,Temporada 2010-11,12,3,Deportivo,Athletic,68,3,0,0,4,2,97,3,Jornada 36,4
6,4,0,16,54,79,0,16,6,0,0,0,11,,10,6,Temporada 2010-11,6,3,Mallorca,Villarreal,67,3,0,0,6,1,75,1,Jornada 35,7
9,5,2,12,58,86,0,12,14,2,0,0,6,,14,6,Temporada 2010-11,14,7,Barcelona,Espanyol,68,2,0,0,6,3,82,1,Jornada 35,2
10,0,2,13,61,73,6,13,15,2,0,0,5,,16,19,Temporada 2010-11,15,6,Sevilla,R. Madrid,54,11,0,0,5,2,75,2,Jornada 35,10
7,0,3,15,65,85,3,15,14,0,0,0,7,,14,11,Temporada 2010-11,14,7,Atlético,Málaga,62,5,0,0,6,3,82,2,Jornada 35,1
6,2,2,10,57,84,0,10,19,2,0,0,8,,15,10,Temporada 2010-11,19,4,Getafe,Almería,61,3,0,0,7,4,88,5,Jornada 35,4
12,0,6,13,64,88,3,13,20,2,0,1,12,,21,12,Temporada 2010-11,20,5,Hércules,Racing,52,8,0,0,9,1,80,1,Jornada 35,3
4,2,2,14,85,106,2,14,10,3,0,0,6,,13,12,Temporada 2010-11,10,3,Athletic,Levante,95,4,0,0,4,4,101,3,Jornada 35,6
3,2,3,15,69,86,2,15,7,2,0,0,9,,17,8,Temporada 2010-11,7,5,Sporting,Deportivo,62,5,0,0,9,4,87,3,Jornada 35,5
7,3,5,10,84,102,0,10,8,3,0,0,7,,9,11,Temporada 2010-11,8,5,Valencia,R. Sociedad,79,2,0,0,4,1,102,1,Jornada 35,7
3,2,3,19,49,72,1,19,11,2,0,0,6,,8,13,Temporada 2010-11,11,6,R. Sociedad,Barcelona,57,7,0,0,3,1,75,2,Jornada 34,6
7,4,0,11,67,97,3,11,21,2,0,0,9,,18,10,Temporada 2010-11,21,2,R. Madrid,Zaragoza,79,4,0,0,7,4,84,3,Jornada 34,5
13,6,5,16,73,94,1,16,18,2,0,0,6,,9,7,Temporada 2010-11,18,6,Espanyol,Athletic,59,4,0,0,6,2,93,2,Jornada 34,5
7,4,3,12,63,89,0,12,15,1,0,0,11,,17,5,Temporada 2010-11,15,3,Osasuna,Valencia,65,1,0,0,6,7,88,4,Jornada 34,2
9,0,4,14,76,95,1,14,16,2,0,0,5,,18,15,Temporada 2010-11,16,11,Villarreal,Getafe,67,6,0,0,6,4,93,4,Jornada 34,3
3,2,1,13,74,78,1,13,13,0,0,1,3,,5,19,Temporada 2010-11,13,13,Almería,Sevilla,64,11,0,0,1,3,86,1,Jornada 34,5
4,3,1,15,57,78,1,15,13,3,0,0,2,,12,11,Temporada 2010-11,13,5,Málaga,Hércules,62,4,0,0,5,5,75,2,Jornada 34,5
4,5,1,17,67,92,0,17,12,2,0,0,1,,8,12,Temporada 2010-11,12,10,Racing,Mallorca,78,9,0,0,3,1,96,4,Jornada 34,4
