
corners1,fuerasDeJuego2,fuerasDeJuego1,faltasCometidas1,balonesRecuperados2,balonesPerdidos2,result2,faltasSancionadas2,faltasSancionadas1,result1,targetasRojas2,targetasRojas1,intervencionesPortero2,posesion1,rematesPuerta1,rematesPuerta2,season,faltasCometidas2,intervencionesPortero1,team1,team2,balonesRecuperados1,rematesEntreTresPalos2,penalties2,penalties1,rematesEntreTresPalos1,targetasAmarilas2,balonesPerdidos1,targetasAmarilas1,day,corners2
8,6,1,9,64,68,0,9,14,3,0,0,7,,16,12,Temporada 2006-07,14,7,Getafe,Valencia,68,,0,0,,2,64,3,Jornada 22,6
10,3,3,11,79,86,2,11,17,0,0,0,15,,25,11,Temporada 2006-07,17,10,Celta,Espanyol,86,,0,0,,4,79,2,Jornada 22,5
3,1,2,22,88,76,0,22,9,0,0,0,10,,14,18,Temporada 2006-07,9,7,Betis,Sevilla,76,,0,0,,2,88,1,Jornada 22,5
7,0,6,16,78,85,2,16,30,1,0,0,7,,13,7,Temporada 2006-07,30,3,R. Sociedad,R. Madrid,85,,0,0,,5,78,2,Jornada 22,2
5,7,6,14,90,96,1,14,21,3,0,0,7,,15,4,Temporada 2006-07,21,5,Barcelona,Celta,96,,0,0,,7,90,1,Jornada 20,2
7,1,2,14,85,87,0,14,16,2,0,0,8,,14,7,Temporada 2006-07,16,4,Getafe,Osasuna,87,,0,0,,4,85,2,Jornada 20,5
12,0,0,11,77,88,1,11,19,1,1,0,16,,25,5,Temporada 2006-07,19,5,Zaragoza,Deportivo,88,,0,0,,6,77,0,Jornada 20,2
18,3,3,17,63,76,1,17,17,2,0,0,7,,15,6,Temporada 2006-07,17,4,Mallorca,Recreativo,76,,0,0,,4,63,4,Jornada 20,3
6,2,2,29,63,67,0,29,30,4,0,0,10,,19,11,Temporada 2006-07,30,9,Gimnástic,Espanyol,67,,0,0,,3,63,2,Jornada 20,13
7,0,8,23,77,72,4,23,15,2,0,0,7,,13,9,Temporada 2006-07,15,7,Levante,Sevilla,72,,0,0,,3,77,2,Jornada 20,6
5,7,3,22,72,66,2,22,28,0,0,0,10,,12,16,Temporada 2006-07,28,10,R. Sociedad,Athletic,66,,0,0,,2,72,2,Jornada 20,5
7,3,3,22,72,73,0,22,28,1,0,0,7,,16,6,Temporada 2006-07,28,7,Villarreal,R. Madrid,73,,0,0,,1,72,3,Jornada 20,1
2,4,5,19,79,80,1,19,24,1,0,0,5,,15,12,Temporada 2006-07,24,11,Atlético,Racing,80,,0,0,,3,79,4,Jornada 20,2
1,1,2,18,78,83,0,18,23,3,0,0,2,,11,5,Temporada 2006-07,23,1,Barcelona,Gimnástic,83,,0,0,,2,78,1,Jornada 19,1
6,5,4,13,80,81,1,13,26,1,0,0,3,,11,8,Temporada 2006-07,26,11,Betis,Racing,81,,0,0,,4,80,2,Jornada 19,2
3,4,3,17,84,79,1,17,14,0,0,0,5,,8,12,Temporada 2006-07,14,8,R. Sociedad,Valencia,79,,0,0,,2,84,2,Jornada 19,6
6,1,1,14,72,81,0,14,10,0,0,0,10,,18,10,Temporada 2006-07,10,7,Zaragoza,Recreativo,81,,0,0,,1,72,3,Jornada 19,4
8,1,0,17,84,85,0,17,18,0,0,0,9,,13,10,Temporada 2006-07,18,5,Deportivo,Espanyol,85,,0,0,,1,84,3,Jornada 19,5
10,7,1,21,75,77,0,21,21,0,0,0,10,,13,7,Temporada 2006-07,21,5,Levante,Athletic,77,,0,0,,1,75,1,Jornada 19,1
2,2,0,28,86,83,0,28,17,1,0,0,3,,9,13,Temporada 2006-07,17,12,Getafe,Celta,83,,0,0,,3,86,3,Jornada 19,2
4,3,1,28,90,85,0,28,17,0,0,0,5,,6,5,Temporada 2006-07,17,5,Villarreal,Sevilla,85,,0,0,,6,90,5,Jornada 19,2
7,3,6,19,80,89,0,19,20,1,3,0,4,,21,10,Temporada 2006-07,20,3,Atlético,Osasuna,89,,0,0,,4,80,4,Jornada 19,1
4,3,1,20,78,82,0,20,15,1,0,0,12,,15,11,Temporada 2006-07,15,7,Racing,R. Sociedad,82,,0,0,,2,78,1,Jornada 18,2
6,2,6,7,88,93,3,7,22,1,0,0,9,,20,12,Temporada 2006-07,22,6,Celta,Atlético,93,,0,0,,3,88,1,Jornada 18,3
6,0,1,20,83,79,1,20,18,1,0,0,6,,11,14,Temporada 2006-07,18,8,Recreativo,Deportivo,79,,0,0,,3,83,3,Jornada 18,2
5,3,5,15,65,64,1,15,12,5,0,0,10,,18,14,Temporada 2006-07,12,6,Osasuna,Betis,64,,0,0,,3,65,1,Jornada 18,6
2,1,4,19,73,73,2,19,24,1,0,0,5,,8,12,Temporada 2006-07,24,7,Sevilla,Mallorca,73,,0,0,,2,73,1,Jornada 18,9
5,1,3,16,78,78,1,16,24,0,0,0,9,,12,11,Temporada 2006-07,24,5,Athletic,Villarreal,78,,0,0,,4,78,2,Jornada 18,3
4,3,3,24,92,83,3,24,16,1,0,0,9,,8,16,Temporada 2006-07,16,5,Gimnástic,Getafe,83,,0,0,,2,92,1,Jornada 18,4
3,3,1,30,73,73,1,30,20,3,0,0,10,,17,13,Temporada 2006-07,20,12,Espanyol,Barcelona,73,,0,0,,2,73,8,Jornada 18,2
3,2,4,18,77,82,0,18,23,3,0,0,7,,15,11,Temporada 2006-07,23,7,Valencia,Levante,82,,0,0,,4,77,3,Jornada 18,5
1,3,1,17,79,87,0,17,22,2,0,0,7,,17,8,Temporada 2006-07,22,4,Deportivo,R. Madrid,87,,0,0,,4,79,3,Jornada 17,3
8,2,2,24,79,83,0,24,17,2,0,0,7,,11,10,Temporada 2006-07,17,4,Levante,Racing,83,,0,0,,2,79,3,Jornada 17,5
5,5,3,18,79,80,3,18,21,1,0,0,7,,11,10,Temporada 2006-07,21,8,Mallorca,Athletic,80,,0,0,,3,79,3,Jornada 17,5
8,2,4,14,68,67,1,14,19,0,0,0,8,,11,12,Temporada 2006-07,19,5,Espanyol,Recreativo,67,,0,0,,1,68,2,Jornada 17,7
6,1,3,26,79,85,0,26,24,1,0,0,4,,16,11,Temporada 2006-07,24,2,Betis,Celta,85,,0,0,,8,79,5,Jornada 17,4
6,3,4,26,86,85,1,26,12,1,0,0,5,,16,11,Temporada 2006-07,12,7,Getafe,Barcelona,85,,0,0,,1,86,2,Jornada 17,4
7,0,4,22,81,74,1,22,14,2,1,1,5,,13,16,Temporada 2006-07,14,7,Zaragoza,Sevilla,74,,0,0,,4,81,2,Jornada 17,9
7,4,3,15,83,85,0,15,20,0,0,0,11,,17,12,Temporada 2006-07,20,5,Atlético,Gimnástic,85,,0,0,,3,83,4,Jornada 17,8
3,1,5,13,77,73,1,13,15,2,0,0,8,,12,11,Temporada 2006-07,15,11,R. Sociedad,Osasuna,73,,0,0,,4,77,1,Jornada 17,4
6,2,0,20,77,84,1,20,24,1,0,0,5,,14,6,Temporada 2006-07,24,6,Barcelona,Atlético,84,,0,0,,5,77,4,Jornada 16,4
11,2,2,23,70,79,0,23,28,4,0,0,7,,22,9,Temporada 2006-07,28,8,Sevilla,Deportivo,79,,0,0,,3,70,1,Jornada 16,3
5,2,5,19,83,83,3,19,14,0,0,0,8,,6,11,Temporada 2006-07,14,7,R. Madrid,Recreativo,83,,0,0,,2,83,2,Jornada 16,2
8,2,1,19,68,65,1,19,25,0,0,0,7,,15,14,Temporada 2006-07,25,5,Gimnástic,Betis,65,,0,0,,0,68,3,Jornada 16,2
4,2,3,17,90,87,1,17,35,0,0,0,5,,6,10,Temporada 2006-07,35,7,Getafe,Espanyol,87,,0,0,,4,90,4,Jornada 16,4
6,2,2,16,79,80,0,16,18,0,0,0,10,,21,12,Temporada 2006-07,18,9,Celta,R. Sociedad,80,,0,0,,0,79,1,Jornada 16,3
9,3,3,18,88,93,1,18,14,2,0,0,14,,14,13,Temporada 2006-07,14,6,Racing,Villarreal,93,,0,0,,1,88,2,Jornada 16,4
3,1,6,24,91,98,0,24,17,0,0,0,8,,11,6,Temporada 2006-07,17,5,Athletic,Zaragoza,98,,0,0,,4,91,3,Jornada 16,2
3,0,2,18,77,75,1,18,16,3,0,0,3,,12,11,Temporada 2006-07,16,4,Valencia,Mallorca,75,,0,0,,3,77,5,Jornada 16,4
6,1,1,13,77,78,0,13,16,1,0,0,8,,15,11,Temporada 2006-07,16,7,Atlético,Getafe,78,,0,0,,3,77,1,Jornada 15,4
5,2,1,24,69,73,1,24,20,0,0,0,10,,18,14,Temporada 2006-07,20,6,Espanyol,R. Madrid,73,,0,0,,5,69,2,Jornada 15,7
11,1,2,20,78,85,1,20,12,1,0,0,2,,21,7,Temporada 2006-07,12,4,Levante,Celta,85,,0,0,,4,78,1,Jornada 15,1
4,3,8,25,78,81,2,25,32,3,0,0,8,,15,9,Temporada 2006-07,32,6,R. Sociedad,Gimnástic,81,,0,0,,7,78,2,Jornada 15,2
3,6,7,20,80,73,4,20,16,1,0,0,3,,10,18,Temporada 2006-07,16,2,Villarreal,Osasuna,73,,0,0,,2,80,4,Jornada 15,4
8,4,4,18,75,76,2,18,21,0,0,0,10,,10,7,Temporada 2006-07,21,4,Deportivo,Athletic,76,,0,0,,1,75,4,Jornada 15,3
6,2,0,15,88,84,1,15,23,0,0,0,4,,13,9,Temporada 2006-07,23,3,Zaragoza,Valencia,84,,0,0,,5,88,1,Jornada 15,3
5,4,5,20,92,99,3,20,21,1,0,0,16,,16,9,Temporada 2006-07,21,5,Recreativo,Sevilla,99,,0,0,,6,92,2,Jornada 15,2
6,3,1,22,64,68,2,22,33,1,0,0,6,,13,12,Temporada 2006-07,33,6,Mallorca,Racing,68,,0,0,,4,64,3,Jornada 15,5
6,4,3,25,76,77,1,25,17,2,1,0,10,,15,9,Temporada 2006-07,17,10,R. Madrid,Athletic,77,,0,0,,4,76,5,Jornada 13,3
4,2,4,18,84,87,0,18,14,0,1,1,6,,11,8,Temporada 2006-07,14,10,Deportivo,Racing,87,,0,0,,3,84,4,Jornada 13,4
6,3,2,26,86,87,2,26,14,2,0,1,5,,13,17,Temporada 2006-07,14,11,Mallorca,Celta,87,,0,0,,1,86,3,Jornada 13,11
7,3,3,17,64,66,0,17,19,0,0,0,8,,5,13,Temporada 2006-07,19,6,R. Sociedad,Getafe,66,,0,0,,4,64,2,Jornada 13,7
3,9,3,11,75,72,1,11,21,0,0,0,7,,11,15,Temporada 2006-07,21,5,Betis,Atlético,72,,0,0,,0,75,2,Jornada 13,5
10,2,2,18,74,81,1,18,19,2,0,1,9,,15,9,Temporada 2006-07,19,11,Espanyol,Sevilla,81,,0,0,,1,74,4,Jornada 13,6
3,2,2,13,94,95,0,13,13,2,0,0,7,,8,11,Temporada 2006-07,13,4,Recreativo,Valencia,95,,0,0,,3,94,1,Jornada 13,4
8,7,1,22,77,76,1,22,16,1,0,0,11,,15,16,Temporada 2006-07,16,4,Levante,Barcelona,76,,0,0,,1,77,1,Jornada 13,3
7,2,8,15,68,78,0,15,10,4,0,0,3,,16,6,Temporada 2006-07,10,5,Valencia,Deportivo,78,,0,0,,4,68,0,Jornada 14,5
4,1,6,17,82,87,2,17,27,1,0,0,11,,18,7,Temporada 2006-07,27,6,Atlético,Espanyol,87,,0,0,,4,82,3,Jornada 14,3
4,5,1,19,77,76,1,19,20,1,0,0,6,,12,16,Temporada 2006-07,20,11,Getafe,Betis,76,,0,0,,4,77,4,Jornada 14,4
4,0,4,26,84,87,1,26,23,2,0,0,8,,10,13,Temporada 2006-07,23,5,Gimnástic,Levante,87,,0,0,,2,84,2,Jornada 14,8
1,1,3,20,73,74,0,20,17,3,0,0,7,,11,13,Temporada 2006-07,17,6,Osasuna,Mallorca,74,,0,0,,5,73,1,Jornada 14,4
6,6,1,23,89,92,1,23,22,1,0,0,10,,14,15,Temporada 2006-07,22,8,Celta,Villarreal,92,,0,0,,4,89,2,Jornada 14,3
6,0,1,25,81,86,2,25,16,0,0,0,3,,9,10,Temporada 2006-07,16,3,Racing,Zaragoza,86,,0,0,,2,81,1,Jornada 14,3
6,1,3,27,69,70,2,27,17,4,0,0,7,,12,7,Temporada 2006-07,17,7,Athletic,Recreativo,70,,0,0,,3,69,2,Jornada 14,3
3,3,3,20,83,84,1,20,24,2,0,0,9,,11,11,Temporada 2006-07,24,6,Sevilla,R. Madrid,84,,0,0,,3,83,2,Jornada 14,4
5,11,4,10,86,88,0,10,14,1,0,0,8,,13,9,Temporada 2006-07,14,3,Barcelona,R. Sociedad,88,,0,0,,4,86,2,Jornada 14,7
3,4,3,23,83,83,4,23,18,1,0,0,10,,6,9,Temporada 2006-07,18,4,Mallorca,Barcelona,83,,0,0,,1,83,3,Jornada 11,5
5,3,1,22,86,79,3,22,16,0,0,1,6,,2,12,Temporada 2006-07,16,5,Levante,Atlético,79,,0,0,,3,86,2,Jornada 11,1
12,5,6,14,76,83,0,14,20,2,0,0,3,,13,3,Temporada 2006-07,20,4,Recreativo,Osasuna,83,,0,0,,3,76,0,Jornada 11,1
3,3,2,17,80,75,0,17,19,0,0,0,7,,4,14,Temporada 2006-07,19,3,R. Sociedad,Betis,75,,0,0,,3,80,2,Jornada 11,7
6,3,2,15,68,76,2,15,17,3,0,0,5,,11,10,Temporada 2006-07,17,8,Espanyol,Athletic,76,,0,0,,1,68,4,Jornada 11,2
7,0,2,23,78,80,0,23,16,1,0,0,9,,13,9,Temporada 2006-07,16,10,Villarreal,Getafe,80,,0,0,,3,78,0,Jornada 11,9
1,6,0,16,73,73,0,16,18,3,0,0,4,,13,14,Temporada 2006-07,18,10,Zaragoza,Gimnástic,73,,0,0,,1,73,1,Jornada 11,11
4,2,3,11,72,82,0,11,14,3,1,0,6,,15,8,Temporada 2006-07,14,8,Sevilla,Valencia,82,,0,0,,2,72,2,Jornada 11,2
4,2,4,25,68,70,1,25,19,3,0,1,6,,13,15,Temporada 2006-07,19,11,R. Madrid,Racing,70,,0,0,,4,68,6,Jornada 11,5
2,8,1,26,87,89,3,26,18,4,1,0,3,,7,8,Temporada 2006-07,18,2,Racing,Recreativo,89,,0,0,,3,87,3,Jornada 12,3
4,3,2,16,65,64,1,16,17,4,0,0,3,,12,9,Temporada 2006-07,17,4,Osasuna,Deportivo,64,,0,0,,2,65,3,Jornada 12,3
8,3,5,15,79,80,1,15,11,1,0,0,6,,8,8,Temporada 2006-07,11,8,Betis,Espanyol,80,,0,0,,2,79,3,Jornada 12,4
7,2,5,18,82,96,1,18,17,1,0,1,7,,22,6,Temporada 2006-07,17,3,Celta,Zaragoza,96,,0,0,,4,82,1,Jornada 12,5
9,1,0,17,69,62,0,17,33,0,0,0,8,,14,16,Temporada 2006-07,33,11,Getafe,Levante,62,,0,0,,3,69,1,Jornada 12,7
7,5,3,12,74,75,1,12,21,1,0,0,13,,14,6,Temporada 2006-07,21,1,Atlético,R. Sociedad,75,,0,0,,3,74,2,Jornada 12,2
11,7,2,11,66,76,0,11,14,4,0,0,12,,18,10,Temporada 2006-07,14,9,Barcelona,Villarreal,76,,0,0,,5,66,2,Jornada 12,3
4,2,1,18,66,68,1,18,24,2,0,0,4,,18,12,Temporada 2006-07,24,8,Barcelona,Deportivo,68,,0,0,,2,66,3,Jornada 28,6
6,2,4,18,81,72,2,18,11,3,0,0,5,,12,10,Temporada 2006-07,11,4,Valencia,Espanyol,72,,0,0,,5,81,4,Jornada 28,7
3,0,4,21,81,79,1,21,25,0,0,1,4,,10,11,Temporada 2006-07,25,11,Villarreal,Atlético,79,,0,0,,5,81,5,Jornada 29,5
5,4,0,9,80,93,1,9,17,4,0,0,2,,19,9,Temporada 2006-07,17,8,Sevilla,Athletic,93,,0,0,,3,80,1,Jornada 31,3
4,2,4,14,78,80,0,14,15,2,0,0,3,,9,15,Temporada 2006-07,15,9,Villarreal,Barcelona,80,,0,0,,3,78,2,Jornada 31,8
6,6,4,19,78,76,2,19,21,3,2,0,5,,16,12,Temporada 2006-07,21,6,R. Madrid,Sevilla,76,,0,0,,2,78,6,Jornada 33,2
7,3,4,14,87,88,0,14,17,2,0,0,10,,18,13,Temporada 2006-07,17,4,Valencia,Zaragoza,88,,0,0,,5,87,2,Jornada 34,4
10,0,4,15,66,68,6,15,11,0,0,0,9,,17,18,Temporada 2006-07,11,8,Atlético,Barcelona,68,,0,0,,0,66,4,Jornada 35,6
1,1,4,12,88,79,3,12,13,2,0,0,7,,7,14,Temporada 2006-07,13,5,Recreativo,R. Madrid,79,,0,0,,2,88,1,Jornada 35,5
2,4,4,12,75,73,1,12,8,3,0,0,1,,8,14,Temporada 2006-07,8,10,Villarreal,Athletic,73,,0,0,,1,75,2,Jornada 37,7
12,4,4,9,64,71,5,9,12,2,0,0,5,,23,16,Temporada 2006-07,12,8,Deportivo,Recreativo,71,,0,0,,0,64,2,Jornada 37,3
4,3,4,19,72,77,1,19,18,0,0,0,8,,14,6,Temporada 2006-07,18,2,Getafe,Gimnástic,77,,0,0,,0,72,2,Jornada 37,2
6,0,1,20,59,59,3,20,17,2,0,1,11,,20,18,Temporada 2006-07,17,9,Atlético,Celta,59,,0,0,,6,59,2,Jornada 37,7
6,1,1,18,81,92,1,18,21,3,0,0,9,,19,7,Temporada 2006-07,21,3,R. Madrid,Mallorca,92,,0,0,,4,81,4,Jornada 38,2
6,5,2,19,65,68,1,19,20,3,0,0,7,,16,20,Temporada 2005-06,20,6,R. Madrid,Athletic,68,,0,0,,5,65,3,Jornada 4,4
4,2,3,20,74,74,1,20,24,2,0,0,9,,11,7,Temporada 2005-06,24,3,Celta,Sevilla,74,,0,0,,5,74,2,Jornada 5,6
13,5,5,14,64,72,0,14,27,0,0,0,8,,16,6,Temporada 2005-06,27,3,Athletic,Racing,72,,0,0,,6,64,2,Jornada 5,5
6,2,1,23,67,72,4,23,22,1,0,0,12,,15,9,Temporada 2005-06,22,1,Mallorca,Málaga,72,,0,0,,1,67,0,Jornada 5,2
7,0,2,15,60,61,3,15,20,0,0,0,9,,15,17,Temporada 2005-06,20,6,Alavés,R. Madrid,61,,0,0,,3,60,1,Jornada 5,9
5,2,2,22,52,62,0,22,12,2,0,0,9,,16,2,Temporada 2005-06,12,3,Osasuna,Cádiz,62,,0,0,,2,52,4,Jornada 5,4
1,2,7,16,76,66,4,16,15,1,0,1,5,,9,25,Temporada 2005-06,15,11,Betis,Barcelona,66,,0,0,,2,76,4,Jornada 5,7
8,1,2,22,66,70,1,22,13,1,0,0,10,,18,15,Temporada 2005-06,13,8,Zaragoza,Deportivo,70,,0,0,,2,66,2,Jornada 5,7
7,8,2,21,72,71,1,21,26,0,1,0,7,,12,12,Temporada 2005-06,26,2,Atlético,Getafe,71,,0,0,,4,72,3,Jornada 5,3
8,1,4,8,78,76,2,8,12,1,0,0,7,,9,13,Temporada 2005-06,12,7,Espanyol,Villarreal,76,,0,0,,1,78,1,Jornada 5,3
5,5,2,20,78,77,1,20,13,2,0,0,9,,10,10,Temporada 2005-06,13,8,Valencia,R. Sociedad,77,,0,0,,1,78,2,Jornada 5,8
7,1,1,21,59,59,0,21,17,1,1,0,11,,13,11,Temporada 2005-06,17,6,Racing,Espanyol,59,,0,0,,5,59,3,Jornada 4,4
5,4,5,15,66,71,2,15,21,3,0,1,9,,23,18,Temporada 2005-06,21,8,R. Sociedad,Atlético,71,,0,0,,3,66,3,Jornada 4,4
4,3,1,28,68,66,0,28,15,0,0,0,6,,16,8,Temporada 2005-06,15,10,Málaga,Alavés,66,,0,0,,2,68,4,Jornada 4,5
9,2,2,22,63,66,1,22,17,1,0,0,6,,16,12,Temporada 2005-06,17,6,Getafe,Mallorca,66,,0,0,,2,63,3,Jornada 4,6
5,5,2,22,69,75,1,22,20,3,0,0,13,,20,5,Temporada 2005-06,20,9,Zaragoza,Osasuna,75,,0,0,,3,69,2,Jornada 4,3
6,4,3,21,90,90,1,21,18,1,0,0,12,,17,12,Temporada 2005-06,18,2,Deportivo,Betis,90,,0,0,,5,90,5,Jornada 4,4
4,3,1,17,75,74,2,17,21,0,0,0,6,,6,13,Temporada 2005-06,21,10,Málaga,Atlético,74,,0,0,,4,75,3,Jornada 6,6
8,7,1,16,60,63,0,16,18,4,0,0,9,,18,11,Temporada 2005-06,18,7,R. Madrid,Mallorca,63,,0,0,,4,60,0,Jornada 6,5
4,6,2,14,83,85,1,14,25,1,0,0,6,,15,10,Temporada 2005-06,25,3,R. Sociedad,Betis,85,,0,0,,2,83,2,Jornada 6,4
8,5,4,13,73,79,1,13,10,1,0,0,8,,12,10,Temporada 2005-06,10,4,Sevilla,Espanyol,79,,0,0,,1,73,2,Jornada 6,2
8,10,0,12,75,84,1,12,15,3,1,0,6,,22,11,Temporada 2005-06,15,7,Villarreal,Athletic,84,,0,0,,3,75,2,Jornada 6,2
6,5,2,27,67,71,2,27,8,1,0,0,5,,12,11,Temporada 2005-06,8,1,Racing,Alavés,71,,0,0,,2,67,3,Jornada 6,2
2,4,2,24,66,66,1,24,24,0,0,0,8,,14,9,Temporada 2005-06,24,6,Deportivo,Osasuna,66,,0,0,,3,66,1,Jornada 6,5
3,2,3,25,90,95,1,25,21,1,0,0,12,,11,8,Temporada 2005-06,21,9,Cádiz,Celta,95,,0,0,,4,90,2,Jornada 6,3
13,1,0,21,50,60,0,21,17,0,0,0,7,,25,4,Temporada 2005-06,17,3,Sevilla,Cádiz,60,,0,0,,5,50,3,Jornada 4,5
1,4,1,16,62,71,2,16,22,2,0,0,8,,22,7,Temporada 2005-06,22,1,Barcelona,Zaragoza,71,,0,0,,5,62,4,Jornada 6,2
7,4,1,22,74,70,1,22,16,2,0,1,7,,15,16,Temporada 2005-06,16,7,Atlético,Barcelona,70,,0,0,,2,74,2,Jornada 3,7
3,0,1,17,93,99,2,17,15,1,0,0,11,,19,12,Temporada 2005-06,15,4,Villarreal,Celta,99,,0,0,,2,93,1,Jornada 4,5
4,1,1,16,63,57,0,16,15,1,1,0,2,,13,30,Temporada 2005-06,15,11,Espanyol,R. Madrid,57,,0,0,,4,63,2,Jornada 3,8
6,2,1,22,89,83,0,22,24,0,0,0,10,,15,10,Temporada 2005-06,24,11,Betis,Zaragoza,83,,0,0,,4,89,1,Jornada 3,4
5,0,2,21,54,61,4,21,23,3,0,0,6,,17,10,Temporada 2005-06,23,2,Alavés,Getafe,61,,0,0,,4,54,2,Jornada 3,6
2,2,4,19,67,63,0,19,28,1,1,1,7,,9,14,Temporada 2005-06,28,4,Osasuna,Sevilla,63,,0,0,,3,67,3,Jornada 3,7
4,3,6,15,76,76,2,15,14,1,0,0,10,,14,9,Temporada 2005-06,14,9,Athletic,Málaga,76,,0,0,,3,76,2,Jornada 3,3
5,3,2,19,73,73,1,19,25,1,0,0,9,,8,9,Temporada 2005-06,25,4,Cádiz,Villarreal,73,,0,0,,4,73,0,Jornada 3,2
5,1,2,14,70,72,1,14,26,0,0,0,7,,12,12,Temporada 2005-06,26,5,Celta,Racing,72,,0,0,,5,70,1,Jornada 3,3
7,0,4,21,60,71,2,21,11,2,0,1,8,,17,10,Temporada 2005-06,11,5,Valencia,Deportivo,71,,0,0,,5,60,3,Jornada 3,3
10,1,4,11,61,66,2,11,18,5,0,0,8,,19,8,Temporada 2005-06,18,9,Mallorca,R. Sociedad,66,,0,0,,3,61,0,Jornada 3,6
4,2,3,15,75,81,2,15,17,1,0,0,22,,18,6,Temporada 2005-06,17,8,Málaga,Espanyol,81,,0,0,,4,75,2,Jornada 2,4
2,1,3,25,69,77,2,25,19,2,0,0,7,,15,6,Temporada 2005-06,19,1,Zaragoza,Valencia,77,,0,0,,3,69,1,Jornada 2,2
7,4,3,10,74,69,1,10,14,1,0,1,8,,14,21,Temporada 2005-06,14,10,Villarreal,Sevilla,69,,0,0,,1,74,3,Jornada 2,7
6,2,3,14,69,72,1,14,19,1,0,1,8,,12,6,Temporada 2005-06,19,2,Getafe,Athletic,72,,0,0,,1,69,2,Jornada 2,3
4,4,3,27,58,58,1,27,13,2,0,0,5,,10,7,Temporada 2005-06,13,3,R. Sociedad,Alavés,58,,0,0,,0,58,0,Jornada 2,8
7,1,2,13,55,63,0,13,21,2,0,0,10,,25,8,Temporada 2005-06,21,3,Barcelona,Mallorca,63,,0,0,,6,55,2,Jornada 2,3
6,3,2,20,66,68,1,20,10,0,0,0,7,,11,9,Temporada 2005-06,10,7,Racing,Cádiz,68,,0,0,,1,66,1,Jornada 2,9
4,2,2,21,61,66,0,21,28,1,0,0,7,,17,12,Temporada 2005-06,28,6,Betis,Osasuna,66,,0,0,,5,61,2,Jornada 2,1
3,1,1,16,86,83,0,16,21,1,0,0,15,,15,15,Temporada 2005-06,21,10,Deportivo,Atlético,83,,0,0,,2,86,2,Jornada 2,5
6,3,0,17,68,74,3,17,17,2,0,0,5,,24,13,Temporada 2005-06,17,3,R. Madrid,Celta,74,,0,0,,1,68,2,Jornada 2,4
8,1,1,18,59,63,2,18,25,1,0,0,10,,15,16,Temporada 2005-06,25,7,Cádiz,R. Madrid,63,,0,0,,2,59,2,Jornada 1,8
2,2,3,20,61,64,1,20,9,2,0,0,5,,8,10,Temporada 2005-06,9,5,Osasuna,Villarreal,64,,0,0,,2,61,5,Jornada 1,5
9,2,5,21,72,65,2,21,27,0,0,0,12,,10,16,Temporada 2005-06,27,8,Espanyol,Getafe,65,,0,0,,3,72,2,Jornada 1,2
10,2,5,19,62,68,1,19,19,0,0,0,9,,10,11,Temporada 2005-06,19,4,Mallorca,Deportivo,68,,0,0,,3,62,2,Jornada 1,4
9,0,0,22,70,76,0,22,27,1,0,0,7,,17,5,Temporada 2005-06,27,6,Sevilla,Racing,76,,0,0,,2,70,1,Jornada 1,3
4,0,4,20,67,68,0,20,24,2,0,0,2,,9,10,Temporada 2005-06,24,11,Celta,Málaga,68,,0,0,,2,67,1,Jornada 1,11
8,4,0,16,71,71,0,16,20,0,0,0,8,,15,12,Temporada 2005-06,20,4,Atlético,Zaragoza,71,,0,0,,8,71,2,Jornada 1,4
8,2,0,16,60,64,0,16,15,1,0,0,1,,8,13,Temporada 2005-06,15,5,Valencia,Betis,64,,0,0,,3,60,2,Jornada 1,4
4,5,5,13,64,69,0,13,17,3,0,0,7,,10,9,Temporada 2005-06,17,4,Athletic,R. Sociedad,69,,0,0,,1,64,0,Jornada 1,5
3,1,1,17,76,74,0,17,17,0,0,0,1,,5,15,Temporada 2005-06,17,18,Alavés,Barcelona,74,,0,0,,1,76,0,Jornada 1,7
6,1,6,5,77,79,1,5,17,1,1,0,7,,11,8,Temporada 2006-07,17,3,Recreativo,Zaragoza,79,,0,0,,5,77,0,Jornada 38,4
3,5,2,12,72,69,1,12,19,0,0,0,9,,9,15,Temporada 2006-07,19,8,Sevilla,Villarreal,69,,0,0,,3,72,3,Jornada 38,3
14,2,4,10,65,71,2,10,15,1,0,0,15,,18,8,Temporada 2006-07,15,7,Osasuna,Atlético,71,,0,0,,2,65,1,Jornada 38,1
2,4,3,24,57,49,5,24,6,1,0,0,3,,11,24,Temporada 2006-07,6,6,Gimnástic,Barcelona,49,,0,0,,0,57,1,Jornada 38,6
12,6,1,14,74,79,0,14,17,2,0,0,12,,20,7,Temporada 2006-07,17,5,Athletic,Levante,79,,0,0,,2,74,3,Jornada 38,4
2,5,7,22,84,84,1,22,26,2,0,0,3,,11,15,Temporada 2006-07,26,7,Celta,Getafe,84,,0,0,,1,84,1,Jornada 38,9
8,4,2,19,66,69,3,19,19,3,0,0,8,,19,16,Temporada 2006-07,19,6,Valencia,R. Sociedad,69,,0,0,,2,66,1,Jornada 38,6
5,2,3,23,68,66,3,23,12,1,1,0,9,,12,15,Temporada 2006-07,12,9,Espanyol,Deportivo,66,,0,0,,3,68,2,Jornada 38,9
0,5,1,16,75,73,2,16,16,0,0,0,5,,8,17,Temporada 2006-07,16,6,Racing,Betis,73,,0,0,,3,75,1,Jornada 38,5
